ts,state,d_min_mm,v_mps,ttc_s,target_deg,reason
1760014037.493,SAFE,,0.0,,0,tick
1760014037.690,WARN,144.77499999999998,0.0,0.0,100,stop_mode_warn
1760014037.880,WARN,148.075,0.0,0.0,100,stop_mode_warn
1760014038.071,WARN,148.075,0.0,0.0,100,stop_mode_warn
1760014038.262,WARN,149.08499999999998,0.0,0.0,100,stop_mode_warn
1760014038.453,WARN,150.601,0.0,0.0,100,stop_mode_warn
1760014038.644,WARN,150.601,0.0,0.0,100,stop_mode_warn
1760014038.835,WARN,151.515944,0.0,0.0,100,stop_mode_warn
1760014039.026,WARN,148.8813776,0.0,0.0,100,stop_mode_warn
1760014039.217,WARN,151.515944,0.0,0.0,100,stop_mode_warn
1760014039.407,WARN,149.18253062399998,0.0,0.0,100,stop_mode_warn
1760014039.599,WARN,151.29951837439998,0.0,0.0,100,stop_mode_warn
1760014039.790,WARN,151.29951837439998,0.0,0.0,100,stop_mode_warn
1760014039.981,WARN,151.29951837439998,0.0,0.0,100,stop_mode_warn
1760014040.171,WARN,151.4633306459136,0.0,0.0,100,stop_mode_warn
1760014040.360,WARN,149.138884409856,0.0,0.0,100,stop_mode_warn
1760014040.551,WARN,151.44219935501926,0.0,0.0,100,stop_mode_warn
1760014040.742,WARN,148.92033225836545,0.0,0.0,100,stop_mode_warn
1760014040.933,WARN,149.93512784520462,0.0,0.0,100,stop_mode_warn
1760014041.124,WARN,149.93512784520462,0.0,0.0,100,stop_mode_warn
1760014041.315,WARN,151.64107670712278,0.0,0.0,100,stop_mode_warn
1760014041.506,WARN,151.64107670712278,0.0,0.0,100,stop_mode_warn
1760014041.697,WARN,152.17251504582566,0.0,0.0,100,stop_mode_warn
1760014041.888,WARN,149.51900601833026,0.0,0.0,100,stop_mode_warn
1760014042.079,WARN,151.52140361099816,0.0,0.0,100,stop_mode_warn
1760014042.270,WARN,151.52140361099816,0.0,0.0,100,stop_mode_warn
1760014042.461,WARN,151.52140361099816,0.0,0.0,100,stop_mode_warn
1760014042.653,WARN,151.97408211998373,0.0,0.0,100,stop_mode_warn
1760014042.843,WARN,149.64013686663955,0.0,0.0,100,stop_mode_warn
1760014043.034,WARN,151.32377970879608,0.0,0.0,100,stop_mode_warn
1760014043.226,WARN,149.13963284799348,0.0,0.0,100,stop_mode_warn
1760014043.417,WARN,150.80070713011105,0.0,0.0,100,stop_mode_warn
1760014043.608,WARN,150.80070713011105,0.0,0.0,100,stop_mode_warn
1760014043.799,WARN,151.38042427806664,0.0,0.0,100,stop_mode_warn
1760014043.990,WARN,151.38042427806664,0.0,0.0,100,stop_mode_warn
1760014044.181,WARN,152.0327810960416,0.0,0.0,100,stop_mode_warn
1760014044.372,WARN,150.671301826736,0.0,0.0,100,stop_mode_warn
1760014044.563,WARN,151.35586746304998,0.0,0.0,100,stop_mode_warn
1760014044.754,WARN,149.49311243841663,0.0,0.0,100,stop_mode_warn
1760014044.945,WARN,151.34540819113198,0.0,0.0,100,stop_mode_warn
1760014045.136,WARN,151.34540819113198,0.0,0.0,100,stop_mode_warn
1760014045.327,WARN,151.34540819113198,0.0,0.0,100,stop_mode_warn
1760014045.518,WARN,151.993538779523,0.0,0.0,100,stop_mode_warn
1760014045.709,WARN,151.993538779523,0.0,0.0,100,stop_mode_warn
1760014045.900,WARN,153.31612326771378,0.0,0.0,100,stop_mode_warn
1760014046.091,WARN,153.31612326771378,0.0,0.0,100,stop_mode_warn
1760014046.282,WARN,152.17752175055077,0.0,0.0,100,stop_mode_warn
1760014046.473,WARN,150.3458695842513,0.0,0.0,100,stop_mode_warn
1760014046.664,WARN,151.57460522013218,0.0,0.0,100,stop_mode_warn
1760014046.855,WARN,151.57460522013218,0.0,0.0,100,stop_mode_warn
1760014047.045,WARN,151.57460522013218,0.0,0.0,100,stop_mode_warn
1760014047.233,WARN,151.56094315169904,0.0,0.0,100,stop_mode_warn
1760014047.421,WARN,151.56094315169904,0.0,0.0,100,stop_mode_warn
1760014047.610,WARN,151.56094315169904,0.0,0.0,100,stop_mode_warn
1760014047.799,WARN,151.58757581384467,0.0,0.0,100,stop_mode_warn
1760014047.990,WARN,151.58757581384467,0.0,0.0,100,stop_mode_warn
1760014048.181,WARN,151.58757581384467,0.0,0.0,100,stop_mode_warn
1760014048.369,WARN,152.31201091719362,0.0,0.0,100,stop_mode_warn
1760014048.558,WARN,149.9200181953227,0.0,0.0,100,stop_mode_warn
1760014048.746,WARN,151.51188262012647,0.0,0.0,100,stop_mode_warn
1760014048.935,WARN,151.51188262012647,0.0,0.0,100,stop_mode_warn
1760014049.123,WARN,151.51188262012647,0.0,0.0,100,stop_mode_warn
1760014049.312,WARN,151.78591109729823,0.0,0.0,100,stop_mode_warn
1760014049.500,WARN,149.85985182883036,0.0,0.0,100,stop_mode_warn
1760014049.689,WARN,151.20361866335156,0.0,0.0,100,stop_mode_warn
1760014049.877,WARN,151.20361866335156,0.0,0.0,100,stop_mode_warn
1760014050.066,WARN,151.20361866335156,0.0,0.0,100,stop_mode_warn
1760014050.254,WARN,151.77272108752263,0.0,0.0,100,stop_mode_warn
1760014050.443,WARN,149.53786847920438,0.0,0.0,100,stop_mode_warn
1760014050.631,WARN,150.66045306100543,0.0,0.0,100,stop_mode_warn
1760014050.820,WARN,150.66045306100543,0.0,0.0,100,stop_mode_warn
1760014051.008,WARN,153.53627183660325,0.0,0.0,100,stop_mode_warn
1760014051.201,SAFE,323.0417631019619,0.0,0.0,0,stop_mode_safe
1760014051.390,SAFE,816.0650578611771,0.0,0.0,0,stop_mode_safe
1760014051.579,SAFE,1094.3590347167062,0.0,0.0,0,stop_mode_safe
1760014051.770,SAFE,1231.1554208300238,0.0,0.0,0,stop_mode_safe
1760014051.960,SAFE,1303.0332524980142,0.0,0.0,0,stop_mode_safe
1760014052.149,SAFE,1346.9299514988086,0.0,0.0,0,stop_mode_safe
1760014052.337,SAFE,1368.987970899285,0.0,0.0,0,stop_mode_safe
1760014052.526,SAFE,1377.772782539571,0.0,0.0,0,stop_mode_safe
1760014052.714,SAFE,1383.0336695237424,0.0,0.0,0,stop_mode_safe
1760014052.904,SAFE,1383.0336695237424,0.0,0.0,0,stop_mode_safe
1760014053.095,SAFE,1376.673080685698,0.0,0.0,0,stop_mode_safe
1760014053.286,SAFE,1370.1395393645676,0.0,0.0,0,stop_mode_safe
1760014053.477,SAFE,1367.8992322742793,0.0,0.0,0,stop_mode_safe
1760014053.668,SAFE,1363.3934894474962,0.0,0.0,0,stop_mode_safe
1760014053.859,SAFE,1363.305815745827,0.0,0.0,0,stop_mode_safe
1760014054.050,SAFE,1353.4373957789985,0.0,0.0,0,stop_mode_safe
1760014054.241,SAFE,1345.4049583115993,0.0,0.0,0,stop_mode_safe
1760014054.432,SAFE,1326.7719833246397,0.0,0.0,0,stop_mode_safe
1760014054.623,SAFE,1183.6287933298559,0.0,0.0,0,stop_mode_safe
1760014054.813,SAFE,784.8815173319424,0.0,0.0,0,stop_mode_safe
1760014055.005,SAFE,596.672606932777,0.0,0.0,0,stop_mode_safe
1760014055.196,SAFE,512.3890427731108,0.0,0.0,0,stop_mode_safe
1760014055.386,SAFE,475.2856171092443,0.0,0.0,0,stop_mode_safe
1760014055.575,SAFE,457.7892468436977,0.0,0.0,0,stop_mode_safe
1760014055.766,SAFE,457.7892468436977,0.0,0.0,0,stop_mode_safe
1760014055.957,SAFE,473.3034192424874,0.0,0.0,0,stop_mode_safe
1760014056.148,SAFE,893.1820515454924,0.0,0.0,0,stop_mode_safe
1760014056.339,SAFE,1294.0692309272954,0.0,0.0,0,stop_mode_safe
1760014056.530,SAFE,1314.421538556377,0.0,0.0,0,stop_mode_safe
1760014056.721,SAFE,1322.7529231338262,0.0,0.0,0,stop_mode_safe
1760014056.912,SAFE,1322.7529231338262,0.0,0.0,0,stop_mode_safe
1760014057.103,SAFE,1323.4917538802956,0.0,0.0,0,stop_mode_safe
1760014057.294,SAFE,1305.8567015521182,0.0,0.0,0,stop_mode_safe
1760014057.485,SAFE,1063.3256083725084,0.0,0.0,0,stop_mode_safe
1760014057.676,SAFE,927.3952433490033,0.0,0.0,0,stop_mode_safe
1760014057.867,SAFE,868.2380973396013,0.0,0.0,0,stop_mode_safe
1760014058.058,SAFE,868.0352389358405,0.0,0.0,0,stop_mode_safe
1760014058.249,SAFE,868.0352389358405,0.0,0.0,0,stop_mode_safe
1760014058.440,SAFE,867.9331829378406,0.0,0.0,0,stop_mode_safe
1760014058.631,SAFE,867.9331829378406,0.0,0.0,0,stop_mode_safe
