ts,state,d_min_mm,v_mps,ttc_s
1760265449.470,SAFE,,0.0,
1760265449.646,SAFE,2903.75,0.0,0.0
1760265449.837,SAFE,2903.75,0.0,0.0
1760265450.023,SAFE,2903.75,0.0,0.0
1760265450.204,SAFE,2904.0,0.0,0.0
1760265450.382,SAFE,2904.0,0.0,0.0
1760265450.558,SAFE,2903.5,0.0,0.0
1760265450.730,SAFE,2903.5,0.0,0.0
1760265450.902,SAFE,2906.75,0.0,0.0
1760265451.072,SAFE,2909.5,0.0,0.0
1760265451.235,SAFE,2910.75,0.0,0.0
1760265451.408,SAFE,2910.75,0.0,0.0
1760265451.577,SAFE,2910.75,0.0,0.0
1760265451.745,SAFE,2909.5,0.0,0.0
1760265451.918,SAFE,2909.5,0.0,0.0
1760265452.086,SAFE,2909.5,0.0,0.0
1760265452.254,SAFE,2908.5,0.0,0.0
1760265452.428,SAFE,2903.75,0.0,0.0
1760265452.608,SAFE,2896.0,0.0,0.0
1760265452.782,SAFE,2876.5,0.0,0.0
1760265452.955,SAFE,2861.5,0.0,0.0
1760265453.130,SAFE,390.0,0.0,0.0
1760265453.308,SAFE,390.0,0.0,0.0
1760265453.488,BRAKE,505.0,1.7,0.3
1760265453.663,BRAKE,508.0,1.9,0.27
1760265453.836,BRAKE,3039.5,1.96,1.55
1760265454.012,SAFE,3165.0,2.03,1.56
1760265454.187,SAFE,3187.5,2.06,1.55
1760265454.363,SAFE,3193.0,2.07,1.54
1760265454.536,SAFE,3187.5,2.08,1.53
1760265454.712,SAFE,3193.5,2.09,1.53
1760265454.892,SAFE,3185.5,2.09,1.52
1760265455.063,SAFE,3174.0,2.09,1.52
1760265455.235,BRAKE,525.0,2.09,0.25
1760265455.412,BRAKE,454.0,2.09,0.22
1760265455.587,BRAKE,401.5,1.29,0.31
1760265455.763,BRAKE,346.5,1.47,0.24
1760265455.939,BRAKE,302.0,1.53,0.2
1760265456.114,BRAKE,289.5,1.59,0.18
1760265456.288,BRAKE,289.5,1.62,0.18
1760265456.463,BRAKE,292.0,1.64,0.18
1760265456.636,BRAKE,298.5,1.64,0.18
