ts,state,d_min_mm,v_mps,ttc_s
1760255157.574,SAFE,,0.0,
1760255157.753,CORNER,306.5,0.0,0.0
1760255157.931,CORNER,307.0,0.0,0.0
1760255158.111,CORNER,307.0,0.0,0.0
1760255158.290,CORNER,307.5,0.0,0.0
1760255158.460,CORNER,309.5,0.0,0.0
1760255158.628,CORNER,309.5,0.0,0.0
1760255158.794,CORNER,309.5,0.0,0.0
1760255158.970,CORNER,309.5,0.0,0.0
1760255159.146,SAFE,309.5,0.0,0.0
1760255159.306,SAFE,307.0,0.0,0.0
1760255159.479,SAFE,302.5,0.0,0.0
1760255159.645,SAFE,292.0,0.0,0.0
1760255159.811,CORNER,280.5,0.0,0.0
1760255159.971,CORNER,212.5,0.0,0.0
1760255160.132,CORNER,212.5,0.0,0.0
1760255160.293,SAFE,312.5,0.0,0.0
1760255160.453,SAFE,381.0,0.0,0.0
1760255160.611,SAFE,393.5,0.0,0.0
1760255160.769,SAFE,381.0,0.0,0.0
1760255160.930,SAFE,365.0,0.0,0.0
1760255161.096,SAFE,362.0,0.0,0.0
1760255161.256,SAFE,362.0,0.0,0.0
1760255161.415,SAFE,3368.0,0.0,0.0
1760255161.575,SAFE,3399.5,0.0,0.0
1760255161.736,SAFE,3399.5,0.0,0.0
1760255161.896,SAFE,3404.0,0.0,0.0
1760255162.057,SAFE,3404.0,0.0,0.0
1760255162.220,SAFE,342.75,0.0,0.0
1760255162.378,SAFE,342.75,0.0,0.0
1760255162.536,SAFE,355.5,0.0,0.0
1760255162.692,SAFE,2998.0,0.0,0.0
1760255162.848,SAFE,2998.0,0.0,0.0
1760255163.006,SAFE,2914.5,0.0,0.0
1760255163.172,SAFE,2719.5,0.0,0.0
1760255163.327,SAFE,2691.5,0.0,0.0
1760255163.486,SAFE,2691.5,0.0,0.0
1760255163.639,SAFE,2249.5,0.0,0.0
1760255163.800,CORNER,2249.5,0.0,0.0
1760255163.952,CORNER,2232.5,0.0,0.0
1760255164.108,CORNER,2193.0,0.0,0.0
1760255164.264,CORNER,2170.0,0.0,0.0
1760255164.417,CORNER,436.5,0.0,0.0
1760255164.572,CORNER,426.5,0.0,0.0
1760255164.728,CORNER,417.0,0.0,0.0
1760255164.883,CORNER,415.5,0.0,0.0
1760255165.032,CORNER,404.75,0.0,0.0
1760255165.182,CORNER,404.75,0.0,0.0
1760255165.335,CORNER,397.25,0.0,0.0
1760255165.491,CORNER,386.5,0.0,0.0
1760255165.647,CORNER,357.0,0.0,0.0
1760255165.802,CORNER,327.0,0.0,0.0
1760255165.960,CORNER,287.5,0.0,0.0
1760255166.111,CORNER,287.5,0.0,0.0
1760255166.270,CORNER,332.0,0.0,0.0
1760255166.422,CORNER,332.0,0.0,0.0
1760255166.580,CORNER,317.0,0.0,0.0
1760255166.734,CORNER,303.5,0.0,0.0
1760255166.891,CORNER,300.0,0.0,0.0
1760255167.047,CORNER,282.0,0.0,0.0
1760255167.205,CORNER,282.0,0.0,0.0
1760255167.363,CORNER,289.5,0.0,0.0
1760255167.516,CORNER,303.0,0.0,0.0
