ts,state,d_min_mm,v_mps,ttc_s,target_deg,reason,corner_active,corner_score
1760015846.187,SAFE,,0.0,,0,tick,False,0.0
1760015846.360,WARN,62.5,0.0,0.0,100,stop_mode_warn,False,1.8870833333333334
1760015846.532,WARN,51.75,0.0,0.0,100,stop_mode_warn,False,1.3870833333333334
1760015846.713,WARN,62.75,0.0,0.0,100,stop_mode_warn,False,1.385
1760015846.882,WARN,52.75,0.0,0.0,100,stop_mode_warn,False,1.38375
1760015847.053,WARN,55.0,0.0,0.0,100,stop_mode_warn,False,1.3900000000000001
1760015847.223,WARN,59.25,0.0,0.0,100,stop_mode_warn,False,1.3833333333333333
1760015847.392,WARN,54.75,0.0,0.0,100,stop_mode_warn,False,1.3808333333333334
1760015847.553,WARN,54.75,0.0,0.0,100,stop_mode_warn,False,1.3816666666666666
1760015847.719,WARN,54.5,0.0,0.0,100,stop_mode_warn,False,1.3845833333333333
1760015847.882,WARN,56.0,0.0,0.0,100,stop_mode_warn,False,1.3820833333333333
1760015848.048,WARN,55.0,0.0,0.0,100,stop_mode_warn,False,1.3833333333333333
1760015848.213,WARN,55.0,0.0,0.0,100,stop_mode_warn,False,1.3854166666666667
1760015848.377,WARN,56.25,0.0,0.0,100,stop_mode_warn,False,1.38
1760015848.545,WARN,54.75,0.0,0.0,100,stop_mode_warn,False,1.3829166666666666
1760015848.706,WARN,54.25,0.0,0.0,100,stop_mode_warn,False,1.37875
1760015848.882,WARN,54.75,0.0,0.0,100,stop_mode_warn,False,1.5383333333333333
1760015849.063,WARN,29.0,0.0,0.0,100,stop_mode_warn,False,1.0366666666666666
1760015849.234,WARN,31.0,0.0,0.0,100,stop_mode_warn,False,1.1004166666666666
1760015849.407,WARN,29.0,0.0,0.0,100,stop_mode_warn,False,1.1441666666666666
1760015849.583,WARN,28.5,0.0,0.0,100,stop_mode_warn,False,1.295
1760015849.747,WARN,27.5,0.0,0.0,100,stop_mode_warn,False,1.5116666666666667
1760015849.912,WARN,29.0,0.0,0.0,100,stop_mode_warn,False,1.9658333333333333
1760015850.076,WARN,31.5,0.0,0.0,100,stop_mode_warn,False,1.4275
1760015850.234,WARN,28.75,0.0,0.0,100,stop_mode_warn,False,1.4333333333333333
1760015850.397,WARN,28.75,0.0,0.0,100,stop_mode_warn,False,1.4295833333333334
1760015850.558,WARN,29.0,0.0,0.0,100,stop_mode_warn,False,1.4258333333333333
1760015850.714,WARN,28.0,0.0,0.0,100,stop_mode_warn,False,1.4275
1760015850.877,WARN,28.5,0.0,0.0,100,stop_mode_warn,False,1.4158333333333333
1760015851.036,WARN,31.0,0.0,0.0,100,stop_mode_warn,False,1.3933333333333333
1760015851.202,WARN,29.5,0.0,0.0,100,stop_mode_warn,False,1.4079166666666667
1760015851.366,WARN,31.0,0.0,0.0,100,stop_mode_warn,False,1.3891666666666667
1760015851.527,WARN,30.25,0.0,0.0,100,stop_mode_warn,False,1.4020833333333333
1760015851.692,WARN,28.75,0.0,0.0,100,stop_mode_warn,False,1.4058333333333333
1760015851.858,WARN,29.25,0.0,0.0,100,stop_mode_warn,False,1.4045833333333333
1760015852.017,WARN,28.25,0.0,0.0,100,stop_mode_warn,False,1.4033333333333333
1760015852.183,WARN,27.75,0.0,0.0,100,stop_mode_warn,False,1.3595833333333334
1760015852.343,WARN,27.5,0.0,0.0,100,stop_mode_warn,False,1.4016666666666666
1760015852.507,WARN,29.5,0.0,0.0,100,stop_mode_warn,False,1.4020833333333333
1760015852.670,WARN,30.5,0.0,0.0,100,stop_mode_warn,False,1.40375
1760015852.828,WARN,29.25,0.0,0.0,100,stop_mode_warn,False,1.4041666666666668
1760015852.994,WARN,28.75,0.0,0.0,100,stop_mode_warn,False,1.4083333333333332
1760015853.160,WARN,31.25,0.0,0.0,100,stop_mode_warn,False,1.3941666666666666
1760015853.318,WARN,28.5,0.0,0.0,100,stop_mode_warn,False,1.4008333333333334
1760015853.481,WARN,30.25,0.0,0.0,100,stop_mode_warn,False,1.3983333333333334
1760015853.640,WARN,30.0,0.0,0.0,100,stop_mode_warn,False,1.3975
1760015853.803,WARN,29.0,0.0,0.0,100,stop_mode_warn,False,1.41
1760015853.964,WARN,31.5,0.0,0.0,100,stop_mode_warn,False,1.405
1760015854.118,WARN,29.0,0.0,0.0,100,stop_mode_warn,False,1.4079166666666667
1760015854.283,WARN,31.5,0.0,0.0,100,stop_mode_warn,False,1.415
1760015854.442,WARN,29.25,0.0,0.0,100,stop_mode_warn,False,1.425
1760015854.600,WARN,29.0,0.0,0.0,100,stop_mode_warn,False,1.4345833333333333
1760015854.758,WARN,29.0,0.0,0.0,100,stop_mode_warn,False,1.4416666666666667
1760015854.914,WARN,28.25,0.0,0.0,100,stop_mode_warn,False,1.4429166666666666
1760015855.072,WARN,28.0,0.0,0.0,100,stop_mode_warn,False,1.4575
1760015855.228,WARN,29.0,0.0,0.0,100,stop_mode_warn,False,1.4604166666666667
1760015855.384,WARN,29.25,0.0,0.0,100,stop_mode_warn,False,1.4770833333333333
1760015855.537,WARN,28.75,0.0,0.0,100,stop_mode_warn,False,1.4779166666666668
1760015855.693,WARN,28.75,0.0,0.0,100,stop_mode_warn,False,1.47875
1760015855.847,WARN,29.0,0.0,0.0,100,stop_mode_warn,False,1.4783333333333333
