ts,state,d_min_mm,v_mps,ttc_s,target_deg,reason
1760012594.726,SAFE,,0.0,,0,tick
1760012594.908,BRAKE,220.75,0.0,,140,dist_only_brake
1760012595.089,BRAKE,270.95,0.0,,140,dist_only_brake
1760012595.270,BRAKE,270.95,0.0,,140,dist_only_brake
1760012595.451,BRAKE,300.9,0.0,,140,dist_only_brake
1760012595.632,BRAKE,320.07,0.0,,140,dist_only_brake
1760012595.813,BRAKE,332.182,0.0,,140,dist_only_brake
1760012595.996,BRAKE,344.4692,0.0,,140,dist_only_brake
1760012596.177,BRAKE,345.41152,0.0,,140,dist_only_brake
1760012596.358,BRAKE,346.846912,0.0,,140,dist_only_brake
1760012596.540,BRAKE,348.78814719999997,0.0,,140,dist_only_brake
1760012596.722,BRAKE,355.51288831999994,0.0,,140,dist_only_brake
1760012596.904,BRAKE,355.51288831999994,0.0,,140,dist_only_brake
1760012597.087,BRAKE,358.7777329919999,0.0,,140,dist_only_brake
1760012597.269,BRAKE,354.35026236723195,0.0,,140,dist_only_brake
1760012597.451,BRAKE,354.35026236723195,0.0,,140,dist_only_brake
1760012597.633,BRAKE,226.5501049468928,0.0,,140,dist_only_brake
1760012597.813,BRAKE,174.9500419787571,0.0,,140,dist_only_brake
1760012597.995,BRAKE,154.19001679150284,0.0,,140,dist_only_brake
1760012598.175,BRAKE,147.10660402996066,0.0,,140,dist_only_brake
1760012598.357,BRAKE,147.10660402996066,0.0,,140,dist_only_brake
1760012598.539,BRAKE,147.9039624179764,0.0,,140,dist_only_brake
1760012598.721,BRAKE,148.04237745078584,0.0,,140,dist_only_brake
1760012598.901,BRAKE,148.04237745078584,0.0,,140,dist_only_brake
1760012599.083,BRAKE,145.41370235291313,0.0,,140,dist_only_brake
1760012599.263,BRAKE,145.41370235291313,0.0,,140,dist_only_brake
1760012599.445,BRAKE,152.90822141174786,0.0,,140,dist_only_brake
1760012599.625,BRAKE,284.8049328470487,0.0,,140,dist_only_brake
1760012599.807,BRAKE,756.9429597082292,0.0,,140,tick
1760012599.989,BRAKE,990.1657758249376,0.0,,140,tick
1760012600.171,BRAKE,1123.6594654949624,0.0,,140,tick
1760012600.352,SAFE,1202.9456792969775,0.0,,0,dist_only_release
1760012600.532,SAFE,1251.0274075781865,0.0,,0,dist_only_safe
1760012600.713,SAFE,1280.2264445469118,0.0,,0,dist_only_safe
1760012600.895,SAFE,1298.2058667281472,0.0,,0,dist_only_safe
1760012601.075,SAFE,1301.8574080147553,0.0,,0,dist_only_safe
1760012601.256,SAFE,1308.6935200368882,0.0,,0,dist_only_safe
1760012601.437,SAFE,1318.9244448088532,0.0,,0,dist_only_safe
1760012601.619,SAFE,1321.284666885312,0.0,,0,dist_only_safe
1760012601.800,SAFE,1323.030800131187,0.0,,0,dist_only_safe
1760012601.981,SAFE,1323.030800131187,0.0,,0,dist_only_safe
1760012602.163,SAFE,1321.2444352188909,0.0,,0,dist_only_safe
1760012602.345,SAFE,1321.2444352188909,0.0,,0,dist_only_safe
1760012602.525,SAFE,1321.2444352188909,0.0,,0,dist_only_safe
1760012602.707,SAFE,1316.7515986715202,0.0,,0,dist_only_safe
1760012602.887,SAFE,1316.7515986715202,0.0,,0,dist_only_safe
1760012603.069,SAFE,1320.2109592029121,0.0,,0,dist_only_safe
1760012603.251,SAFE,1320.2109592029121,0.0,,0,dist_only_safe
1760012603.433,SAFE,1322.3465755217474,0.0,,0,dist_only_safe
1760012603.613,SAFE,1311.908630208699,0.0,,0,dist_only_safe
1760012603.795,SAFE,778.5740712500877,0.0,,0,dist_only_safe
1760012603.976,BRAKE,490.8296285000351,0.0,,140,dist_only_brake
1760012604.159,BRAKE,337.451851400014,0.0,,140,dist_only_brake
1760012604.340,BRAKE,227.2007405600056,0.0,,140,dist_only_brake
1760012604.521,BRAKE,169.45029622400224,0.0,,140,dist_only_brake
1760012604.702,BRAKE,148.08207109376053,0.0,,140,dist_only_brake
1760012604.883,BRAKE,148.08207109376053,0.0,,140,dist_only_brake
1760012605.063,BRAKE,169.40669706250253,0.0,,140,dist_only_brake
1760012605.245,BRAKE,169.40669706250253,0.0,,140,dist_only_brake
1760012605.425,BRAKE,147.9736072950006,0.0,,140,dist_only_brake
1760012605.607,BRAKE,147.9736072950006,0.0,,140,dist_only_brake
1760012605.787,BRAKE,148.16416437700036,0.0,,140,dist_only_brake
1760012605.969,BRAKE,148.3784986262002,0.0,,140,dist_only_brake
1760012606.152,BRAKE,149.76709917572012,0.0,,140,dist_only_brake
1760012606.333,BRAKE,149.76709917572012,0.0,,140,dist_only_brake
1760012606.514,BRAKE,149.80025950543208,0.0,,140,dist_only_brake
1760012606.695,BRAKE,149.87462491252145,0.0,,140,dist_only_brake
1760012606.876,BRAKE,150.02406228130369,0.0,,140,dist_only_brake
1760012607.057,BRAKE,170.90690997900515,0.0,,140,dist_only_brake
1760012607.237,BRAKE,170.90690997900515,0.0,,140,dist_only_brake
1760012607.419,BRAKE,161.75276399160205,0.0,,140,dist_only_brake
1760012607.601,BRAKE,161.75276399160205,0.0,,140,dist_only_brake
1760012607.783,BRAKE,160.5926653431938,0.0,,140,dist_only_brake
1760012607.966,BRAKE,160.5926653431938,0.0,,140,dist_only_brake
1760012608.148,BRAKE,160.5926653431938,0.0,,140,dist_only_brake
1760012608.330,BRAKE,159.8234958729466,0.0,,140,dist_only_brake
1760012608.512,BRAKE,159.8234958729466,0.0,,140,dist_only_brake
1760012608.695,BRAKE,147.09863900950717,0.0,,140,dist_only_brake
1760012608.877,BRAKE,147.09863900950717,0.0,,140,dist_only_brake
1760012609.059,BRAKE,170.7576733622817,0.0,,140,dist_only_brake
1760012609.241,BRAKE,170.7576733622817,0.0,,140,dist_only_brake
1760012609.424,BRAKE,161.54306934491268,0.0,,140,dist_only_brake
1760012609.605,BRAKE,161.54306934491268,0.0,,140,dist_only_brake
1760012609.786,BRAKE,160.4369346571116,0.0,,140,dist_only_brake
1760012609.967,BRAKE,160.4369346571116,0.0,,140,dist_only_brake
1760012610.147,BRAKE,160.4369346571116,0.0,,140,dist_only_brake
1760012610.329,BRAKE,159.9807457270827,0.0,,140,dist_only_brake
1760012610.510,BRAKE,159.9807457270827,0.0,,140,dist_only_brake
1760012610.691,BRAKE,159.9807457270827,0.0,,140,dist_only_brake
1760012610.872,BRAKE,172.63337897449983,0.0,,140,dist_only_brake
1760012611.053,BRAKE,174.87201095387994,0.0,,140,dist_only_brake
1760012611.236,BRAKE,174.87201095387994,0.0,,140,dist_only_brake
1760012611.417,BRAKE,163.29380438155198,0.0,,140,dist_only_brake
1760012611.600,BRAKE,158.2575217526208,0.0,,140,dist_only_brake
1760012611.781,BRAKE,158.2575217526208,0.0,,140,dist_only_brake
1760012611.962,BRAKE,149.1927220882516,0.0,,140,dist_only_brake
1760012612.144,BRAKE,165.756805220629,0.0,,140,dist_only_brake
