ts,state,d_min_mm,v_mps,ttc_s
1760207417.051,SAFE,,0.0,
1760207417.238,SAFE,454.0,0.0,0.0
1760207417.420,SAFE,2108.125,0.0,0.0
1760207417.609,SAFE,3758.75,0.0,0.0
1760207417.790,SAFE,3758.75,0.0,0.0
1760207417.971,SAFE,2331.0,0.0,0.0
1760207418.146,SAFE,554.25,0.0,0.0
1760207418.330,SAFE,478.25,0.0,0.0
1760207418.505,SAFE,478.25,0.0,0.0
1760207418.683,SAFE,3759.25,0.0,0.0
1760207418.859,SAFE,3759.75,0.0,0.0
1760207419.030,SAFE,3759.25,0.0,0.0
1760207419.210,SAFE,3759.75,0.0,0.0
1760207419.384,SAFE,3766.25,0.0,0.0
1760207419.564,SAFE,3766.25,0.0,0.0
1760207419.735,SAFE,3760.0,0.0,0.0
1760207419.911,SAFE,3760.0,0.0,0.0
1760207420.084,SAFE,3766.0,0.0,0.0
1760207420.267,SAFE,3766.0,0.0,0.0
1760207420.451,SAFE,3763.25,0.0,0.0
1760207420.621,SAFE,3761.5,0.0,0.0
1760207420.802,SAFE,3761.5,0.0,0.0
1760207420.977,SAFE,3762.5,0.0,0.0
1760207421.158,SAFE,3763.0,0.0,0.0
1760207421.334,SAFE,3762.5,0.0,0.0
1760207421.514,CORNER,2332.75,0.0,0.0
1760207421.693,CORNER,167.0,0.0,0.0
1760207421.873,CORNER,148.5,0.0,0.0
1760207422.060,SAFE,148.5,0.0,0.0
1760207422.227,SAFE,501.5,0.0,0.0
1760207422.405,SAFE,3760.5,0.0,0.0
1760207422.581,SAFE,3761.0,0.0,0.0
1760207422.764,SAFE,3761.0,0.0,0.0
1760207422.940,SAFE,3760.25,0.0,0.0
1760207423.116,SAFE,3760.25,0.0,0.0
1760207423.294,SAFE,3760.75,0.0,0.0
1760207423.472,SAFE,3762.25,0.0,0.0
1760207423.656,SAFE,3762.25,0.0,0.0
1760207423.840,CORNER,476.5,0.0,0.0
1760207424.014,CORNER,461.5,0.0,0.0
1760207424.195,CORNER,461.5,0.0,0.0
1760207424.373,CORNER,461.5,0.0,0.0
1760207424.554,CORNER,459.25,0.0,0.0
1760207424.732,CORNER,459.25,0.0,0.0
1760207424.915,CORNER,477.25,0.0,0.0
1760207425.096,CORNER,477.25,0.0,0.0
1760207425.274,CORNER,476.75,0.0,0.0
1760207425.455,CORNER,453.75,0.0,0.0
1760207425.638,CORNER,453.75,0.0,0.0
1760207425.814,CORNER,453.5,0.0,0.0
1760207426.000,SAFE,495.75,0.0,0.0
1760207426.167,SAFE,3760.75,0.0,0.0
1760207426.351,SAFE,3763.0,0.0,0.0
1760207426.521,SAFE,3763.0,0.0,0.0
1760207426.702,SAFE,3764.0,0.0,0.0
1760207426.873,SAFE,3766.25,0.0,0.0
1760207427.056,SAFE,3766.25,0.0,0.0
1760207427.234,SAFE,2332.0,0.0,0.0
1760207427.407,SAFE,2332.0,0.0,0.0
1760207427.581,SAFE,3760.5,0.0,0.0
1760207427.763,SAFE,3762.75,0.0,0.0
1760207427.947,SAFE,3762.75,0.0,0.0
1760207428.118,SAFE,3760.25,0.0,0.0
1760207428.298,SAFE,3760.25,0.0,0.0
1760207428.482,CORNER,3760.25,0.0,0.0
1760207428.660,CORNER,152.0,0.0,0.0
1760207428.843,CORNER,152.0,0.0,0.0
1760207429.016,CORNER,153.0,0.0,0.0
1760207429.197,CORNER,158.0,0.0,0.0
1760207429.375,SAFE,174.0,0.0,0.0
1760207429.556,SAFE,3761.25,0.0,0.0
1760207429.732,SAFE,3761.25,0.0,0.0
1760207429.907,SAFE,3761.25,0.0,0.0
1760207430.083,SAFE,3759.5,0.0,0.0
1760207430.261,SAFE,3762.0,0.0,0.0
1760207430.447,SAFE,3759.5,0.0,0.0
1760207430.622,SAFE,3762.0,0.0,0.0
1760207430.798,SAFE,3761.25,0.0,0.0
1760207430.974,SAFE,3762.25,0.0,0.0
1760207431.154,SAFE,3761.25,0.0,0.0
1760207431.333,SAFE,3761.25,0.0,0.0
1760207431.509,SAFE,3761.25,0.0,0.0
1760207431.686,SAFE,3769.0,0.0,0.0
1760207431.862,SAFE,3769.0,0.0,0.0
1760207432.046,SAFE,3764.75,0.0,0.0
1760207432.218,SAFE,3762.25,0.0,0.0
1760207432.397,SAFE,3762.25,0.0,0.0
1760207432.572,SAFE,3762.25,0.0,0.0
1760207432.756,SAFE,3762.0,0.0,0.0
1760207432.934,SAFE,3761.5,0.0,0.0
1760207433.112,SAFE,3761.5,0.0,0.0
1760207433.290,SAFE,3760.5,0.0,0.0
1760207433.468,SAFE,3762.25,0.0,0.0
1760207433.652,SAFE,3762.75,0.0,0.0
1760207433.832,SAFE,3762.75,0.0,0.0
1760207434.006,SAFE,3759.75,0.0,0.0
1760207434.179,SAFE,3759.75,0.0,0.0
1760207434.357,SAFE,3762.0,0.0,0.0
1760207434.540,SAFE,3762.0,0.0,0.0
1760207434.711,SAFE,3762.0,0.0,0.0
1760207434.891,CORNER,522.5,0.0,0.0
1760207435.067,CORNER,404.0,0.0,0.0
1760207435.250,CORNER,394.0,0.0,0.0
1760207435.429,CORNER,394.0,0.0,0.0
1760207435.604,CORNER,398.25,0.0,0.0
1760207435.785,CORNER,483.25,0.0,0.0
1760207435.961,CORNER,398.75,0.0,0.0
1760207436.141,CORNER,478.75,0.0,0.0
1760207436.315,CORNER,478.75,0.0,0.0
1760207436.500,SAFE,2332.75,0.0,0.0
1760207436.668,SAFE,3762.5,0.0,0.0
1760207436.854,SAFE,3762.5,0.0,0.0
1760207437.032,SAFE,3759.75,0.0,0.0
1760207437.206,SAFE,3759.75,0.0,0.0
1760207437.379,SAFE,3762.5,0.0,0.0
1760207437.562,SAFE,3765.25,0.0,0.0
1760207437.743,SAFE,3762.5,0.0,0.0
1760207437.915,SAFE,3762.5,0.0,0.0
1760207438.091,SAFE,3762.0,0.0,0.0
1760207438.267,SAFE,3762.0,0.0,0.0
1760207438.450,SAFE,3762.0,0.0,0.0
1760207438.631,SAFE,3762.0,0.0,0.0
1760207438.804,SAFE,3761.5,0.0,0.0
1760207438.985,SAFE,3761.5,0.0,0.0
1760207439.163,SAFE,3761.75,0.0,0.0
1760207439.344,SAFE,3761.75,0.0,0.0
1760207439.517,SAFE,2336.0,0.0,0.0
1760207439.695,SAFE,2336.0,0.0,0.0
1760207439.868,SAFE,3763.25,0.0,0.0
1760207440.052,SAFE,3763.25,0.0,0.0
1760207440.230,SAFE,3761.0,0.0,0.0
1760207440.405,SAFE,3761.0,0.0,0.0
1760207440.583,SAFE,3765.0,0.0,0.0
1760207440.762,SAFE,3765.0,0.0,0.0
1760207440.945,SAFE,3763.25,0.0,0.0
1760207441.118,SAFE,2335.75,0.0,0.0
1760207441.297,SAFE,2335.75,0.0,0.0
1760207441.477,SAFE,3764.75,0.0,0.0
1760207441.655,SAFE,3765.75,0.0,0.0
1760207441.839,CORNER,3765.75,0.0,0.0
1760207442.012,CORNER,274.0,0.0,0.0
1760207442.190,CORNER,223.5,0.0,0.0
1760207442.366,CORNER,197.0,0.0,0.0
1760207442.546,CORNER,187.5,0.0,0.0
1760207442.725,CORNER,186.75,0.0,0.0
1760207442.900,CORNER,186.75,0.0,0.0
1760207443.076,CORNER,191.0,0.0,0.0
1760207443.257,SAFE,227.0,0.0,0.0
1760207443.435,SAFE,509.75,0.0,0.0
1760207443.605,SAFE,3761.75,0.0,0.0
1760207443.786,SAFE,3760.5,0.0,0.0
1760207443.959,SAFE,3761.75,0.0,0.0
1760207444.145,SAFE,3761.5,0.0,0.0
1760207444.323,SAFE,3761.5,0.0,0.0
1760207444.497,SAFE,3761.5,0.0,0.0
1760207444.674,SAFE,3761.75,0.0,0.0
1760207444.853,SAFE,3761.75,0.0,0.0
1760207445.036,SAFE,3761.25,0.0,0.0
1760207445.214,SAFE,3761.25,0.0,0.0
1760207445.395,SAFE,3762.0,0.0,0.0
1760207445.568,SAFE,3762.0,0.0,0.0
1760207445.746,SAFE,3762.0,0.0,0.0
1760207445.930,SAFE,3762.0,0.0,0.0
