ts,state,d_min_mm,v_mps,ttc_s
1760258151.910,SAFE,,0.0,
1760258152.091,SAFE,3185.25,0.0,0.0
1760258152.279,SAFE,3189.25,0.0,0.0
1760258152.463,SAFE,3185.25,0.0,0.0
1760258152.649,SAFE,3184.25,0.0,0.0
1760258152.830,SAFE,3184.25,0.0,0.0
1760258153.005,SAFE,3186.25,0.0,0.0
1760258153.179,SAFE,3186.25,0.0,0.0
1760258153.349,SAFE,3184.5,0.0,0.0
1760258153.522,SAFE,3184.5,0.0,0.0
1760258153.690,SAFE,3184.5,0.0,0.0
1760258153.859,SAFE,3182.75,0.0,0.0
1760258154.034,SAFE,3181.75,0.0,0.0
1760258154.205,SAFE,3182.75,0.0,0.0
1760258154.378,SAFE,3181.75,0.0,0.0
1760258154.551,SAFE,3180.5,0.0,0.0
1760258154.722,SAFE,3180.5,0.0,0.0
1760258154.892,SAFE,3182.5,0.0,0.0
1760258155.061,SAFE,3196.0,0.0,0.0
1760258155.234,SAFE,3222.0,0.0,0.0
1760258155.404,SAFE,3242.5,0.0,0.0
1760258155.577,SAFE,3267.5,0.0,0.0
1760258155.753,SAFE,3291.5,0.0,0.0
1760258155.927,SAFE,3312.0,0.0,0.0
1760258156.097,SAFE,3323.5,0.0,0.0
1760258156.270,SAFE,3345.0,0.0,0.0
1760258156.443,SAFE,3365.5,0.0,0.0
1760258156.619,SAFE,3365.5,0.0,0.0
1760258156.797,CORNER,3393.0,0.0,0.0
1760258156.968,CORNER,3435.0,0.0,0.0
1760258157.141,SAFE,3435.0,0.0,0.0
1760258157.312,SAFE,3409.75,0.0,0.0
1760258157.488,SAFE,3363.5,0.0,0.0
1760258157.658,SAFE,3320.5,0.0,0.0
1760258157.826,SAFE,3320.5,0.0,0.0
1760258157.999,SAFE,3295.25,0.0,0.0
1760258158.173,SAFE,3266.0,0.0,0.0
1760258158.346,SAFE,3228.0,0.0,0.0
1760258158.519,SAFE,3203.5,0.0,0.0
1760258158.692,SAFE,3191.0,0.0,0.0
1760258158.863,SAFE,3186.0,0.0,0.0
1760258159.041,SAFE,3186.0,0.0,0.0
1760258159.209,SAFE,3187.5,0.0,0.0
1760258159.385,CORNER,3195.0,0.0,0.0
1760258159.553,CORNER,3222.0,0.0,0.0
1760258159.731,CORNER,3278.5,0.0,0.0
1760258159.907,CORNER,3312.0,0.0,0.0
1760258160.078,CORNER,3341.0,0.0,0.0
1760258160.248,CORNER,3387.0,0.0,0.0
1760258160.417,CORNER,3387.0,0.0,0.0
1760258160.590,CORNER,3409.0,0.0,0.0
1760258160.760,SAFE,3372.0,0.0,0.0
1760258160.934,SAFE,3372.0,0.0,0.0
1760258161.107,SAFE,3346.0,0.0,0.0
1760258161.280,SAFE,3317.0,0.0,0.0
1760258161.451,SAFE,3266.5,0.0,0.0
1760258161.629,SAFE,3211.0,0.0,0.0
1760258161.804,CORNER,3199.0,0.0,0.0
1760258161.980,CORNER,3153.0,0.0,0.0
1760258162.151,CORNER,3153.0,0.0,0.0
1760258162.326,CORNER,3156.5,0.0,0.0
1760258162.500,CORNER,3175.5,0.0,0.0
1760258162.672,CORNER,3179.0,0.0,0.0
1760258162.841,CORNER,3210.5,0.0,0.0
1760258163.014,CORNER,3249.0,0.0,0.0
1760258163.197,SAFE,3273.0,0.0,0.0
1760258163.368,SAFE,3307.25,0.0,0.0
1760258163.538,SAFE,3335.5,0.0,0.0
1760258163.712,SAFE,3335.5,0.0,0.0
1760258163.880,SAFE,812.5,0.0,0.0
1760258164.051,SAFE,812.5,0.0,0.0
1760258164.221,SAFE,868.5,0.0,0.0
1760258164.392,SAFE,868.5,0.0,0.0
1760258164.560,SAFE,868.5,0.0,0.0
1760258164.731,SAFE,899.0,0.0,0.0
1760258164.901,SAFE,921.0,0.0,0.0
1760258165.074,SAFE,928.0,0.0,0.0
1760258165.248,SAFE,3683.0,0.0,0.0
1760258165.416,SAFE,3683.0,0.0,0.0
1760258165.589,SAFE,3659.5,0.0,0.0
1760258165.760,SAFE,3307.5,0.0,0.0
1760258165.935,SAFE,3290.0,0.0,0.0
1760258166.104,SAFE,3285.5,0.0,0.0
1760258166.279,SAFE,3285.5,0.0,0.0
1760258166.453,SAFE,3305.0,0.0,0.0
1760258166.623,SAFE,3325.5,0.0,0.0
1760258166.794,SAFE,3359.5,0.0,0.0
1760258166.962,SAFE,3359.5,0.0,0.0
1760258167.133,SAFE,722.0,0.0,0.0
1760258167.299,SAFE,722.0,0.0,0.0
1760258167.469,SAFE,732.0,0.0,0.0
1760258167.637,SAFE,734.0,0.0,0.0
1760258167.805,SAFE,734.0,0.0,0.0
1760258167.976,SAFE,726.5,0.0,0.0
1760258168.144,SAFE,720.0,0.0,0.0
1760258168.312,SAFE,720.0,0.0,0.0
1760258168.485,SAFE,1862.0,0.0,0.0
1760258168.659,SAFE,3720.5,0.0,0.0
1760258168.832,SAFE,3720.5,0.0,0.0
1760258169.005,SAFE,3671.5,0.0,0.0
1760258169.178,SAFE,3671.5,0.0,0.0
1760258169.351,SAFE,3675.5,0.0,0.0
1760258169.524,SAFE,3677.25,0.0,0.0
