ts,state,d_min_mm,v_mps,ttc_s
1760266539.236,SAFE,,1.16,
1760266539.407,SAFE,3568.5,1.16,3.08
1760266539.587,SAFE,3603.5,2.23,1.62
1760266539.761,SAFE,3638.5,2.5,1.46
1760266539.934,SAFE,3749.0,2.53,1.48
1760266540.113,SAFE,3840.5,2.55,1.51
1760266540.291,SAFE,3919.0,2.55,1.54
1760266540.462,SAFE,3998.5,2.55,1.57
1760266540.632,SAFE,4056.0,2.55,1.59
1760266540.803,SAFE,4144.0,1.14,3.64
1760266540.973,SAFE,4144.0,1.94,2.14
1760266541.149,SAFE,3835.5,2.39,1.6
1760266541.317,SAFE,3835.5,2.46,1.56
1760266541.485,SAFE,4017.0,2.47,1.63
1760266541.658,SAFE,4112.5,2.47,1.66
1760266541.829,SAFE,4269.0,2.48,1.72
1760266542.002,SAFE,4723.5,1.11,4.26
1760266542.181,SAFE,4844.5,2.32,2.09
1760266542.354,SAFE,4844.5,2.46,1.97
1760266542.532,WARN,1607.0,2.54,0.63
1760266542.705,WARN,1607.0,2.55,0.63
1760266542.893,WARN,1607.0,2.55,0.63
1760266543.073,BRAKE,1377.5,2.55,0.54
1760266543.257,BRAKE,1377.5,2.55,0.54
1760266543.440,BRAKE,1474.5,2.55,0.58
1760266543.624,BRAKE,1509.5,2.55,0.59
1760266543.804,BRAKE,1641.0,2.55,0.64
1760266543.991,SAFE,1647.0,2.55,0.65
1760266544.176,WARN,1660.0,2.55,0.65
1760266544.356,SAFE,1660.0,0.41,4.05
1760266544.542,SAFE,1675.5,0.07,6.0
1760266544.723,SAFE,1675.5,0.01,0.0
1760266544.909,SAFE,3240.0,0.0,0.0
1760266545.097,SAFE,3240.0,0.0,0.0
1760266545.277,SAFE,2860.0,1.43,2.0
1760266545.456,SAFE,2651.0,2.15,1.23
1760266545.634,WARN,2651.0,2.27,1.17
1760266545.809,WARN,2650.0,2.29,1.16
1760266545.985,WARN,2650.0,2.29,1.16
1760266546.156,WARN,2443.5,2.29,1.07
1760266546.326,WARN,2399.0,2.29,1.05
1760266546.500,WARN,2399.0,2.5,0.96
