ts,state,d_min_mm,v_mps,ttc_s
1760257015.815,SAFE,,0.0,
1760257015.986,SAFE,947.0,0.0,0.0
1760257016.156,SAFE,948.125,0.0,0.0
1760257016.327,SAFE,947.0,0.0,0.0
1760257016.493,SAFE,949.25,0.0,0.0
1760257016.661,SAFE,948.25,0.0,0.0
1760257016.819,SAFE,948.25,0.0,0.0
1760257016.985,SAFE,944.0,0.0,0.0
1760257017.146,SAFE,944.0,0.0,0.0
1760257017.311,SAFE,944.5,0.0,0.0
1760257017.472,SAFE,944.5,0.0,0.0
1760257017.630,SAFE,944.0,0.0,0.0
1760257017.793,SAFE,944.0,0.0,0.0
1760257017.960,SAFE,944.0,0.0,0.0
1760257018.114,SAFE,944.0,0.0,0.0
1760257018.275,SAFE,944.75,0.0,0.0
1760257018.436,SAFE,945.5,0.0,0.0
1760257018.600,SAFE,944.75,0.0,0.0
1760257018.760,SAFE,943.75,0.0,0.0
1760257018.923,SAFE,943.75,0.0,0.0
1760257019.084,SAFE,943.75,0.0,0.0
1760257019.242,SAFE,944.0,0.0,0.0
1760257019.407,SAFE,944.0,0.0,0.0
1760257019.566,SAFE,944.0,0.0,0.0
1760257019.726,SAFE,945.75,0.0,0.0
1760257019.892,SAFE,946.0,0.0,0.0
1760257020.048,SAFE,946.0,0.0,0.0
1760257020.209,SAFE,946.0,0.0,0.0
1760257020.369,SAFE,944.0,0.0,0.0
1760257020.530,SAFE,944.0,0.0,0.0
1760257020.690,SAFE,943.75,0.0,0.0
1760257020.849,SAFE,943.75,0.0,0.0
1760257021.012,SAFE,943.75,0.0,0.0
1760257021.173,SAFE,943.75,0.0,0.0
1760257021.333,SAFE,943.75,0.0,0.0
1760257021.496,SAFE,943.5,0.0,0.0
1760257021.652,SAFE,943.25,0.0,0.0
1760257021.815,SAFE,943.25,0.0,0.0
1760257021.976,SAFE,943.25,0.0,0.0
1760257022.134,SAFE,943.5,0.0,0.0
1760257022.295,SAFE,943.0,0.0,0.0
1760257022.453,SAFE,943.5,0.0,0.0
1760257022.616,SAFE,944.25,0.0,0.0
1760257022.779,SAFE,944.25,0.0,0.0
1760257022.937,SAFE,943.75,0.0,0.0
1760257023.100,SAFE,942.5,0.0,0.0
1760257023.263,SAFE,943.5,0.0,0.0
1760257023.422,SAFE,943.5,0.0,0.0
1760257023.585,SAFE,943.5,0.0,0.0
1760257023.743,SAFE,943.5,0.0,0.0
1760257023.909,SAFE,943.5,0.0,0.0
