ts,state,d_min_mm,v_mps,ttc_s,target_deg,reason
1760012105.797,BRAKE,227.07679463062757,,0.45,140,dist_or_ttc_below_brake
1760012105.978,BRAKE,227.07679463062757,,0.45,140,dist_or_ttc_below_brake
1760012106.159,BRAKE,227.07679463062757,,0.45,140,dist_or_ttc_below_brake
1760012106.340,BRAKE,225.29965842681034,,0.45,140,dist_or_ttc_below_brake
1760012106.521,BRAKE,225.29965842681034,,0.45,140,dist_or_ttc_below_brake
1760012106.701,BRAKE,225.7997950560862,,0.45,140,dist_or_ttc_below_brake
1760012106.883,BRAKE,226.0598770336517,,0.45,140,dist_or_ttc_below_brake
1760012107.064,BRAKE,226.085926220191,,0.45,140,dist_or_ttc_below_brake
1760012107.245,BRAKE,227.02762229284582,,0.45,140,dist_or_ttc_below_brake
1760012107.426,BRAKE,227.02762229284582,,0.45,140,dist_or_ttc_below_brake
1760012107.606,BRAKE,226.84862935028298,,0.45,140,dist_or_ttc_below_brake
1760012107.788,BRAKE,226.53104891713832,,0.45,140,dist_or_ttc_below_brake
1760012107.968,BRAKE,226.84862935028298,,0.45,140,dist_or_ttc_below_brake
