ts,state,d_min_mm,v_mps,ttc_s,target_deg,reason,corner_active,corner_score
1760016614.113,WARN,207.5,0.0,0.0,100,stop_mode_warn,False,0.0
1760016614.301,WARN,126.5,0.0,0.0,100,stop_mode_warn,False,2.2291666666666665
1760016614.490,WARN,127.0,0.0,0.0,100,stop_mode_warn,False,1.7275
1760016614.686,WARN,127.5,0.0,0.0,100,stop_mode_warn,False,1.7258333333333333
1760016614.871,WARN,127.5,0.0,0.0,100,stop_mode_warn,False,1.7266666666666666
1760016615.065,WARN,128.25,0.0,0.0,100,stop_mode_warn,False,1.7295833333333333
1760016615.246,WARN,128.5,0.0,0.0,100,stop_mode_warn,False,1.73
1760016615.425,WARN,128.5,0.0,0.0,100,stop_mode_warn,False,1.7295833333333333
1760016615.613,WARN,128.25,0.0,0.0,100,stop_mode_warn,False,1.7308333333333334
1760016615.802,WARN,128.25,0.0,0.0,100,stop_mode_warn,False,1.7308333333333334
1760016615.978,WARN,129.25,0.0,0.0,100,stop_mode_warn,False,1.7325
1760016616.161,WARN,129.0,0.0,0.0,100,stop_mode_warn,False,1.7304166666666667
1760016616.347,WARN,128.25,0.0,0.0,100,stop_mode_warn,False,1.7325
1760016616.533,WARN,128.0,0.0,0.0,100,stop_mode_warn,False,1.7325
1760016616.724,WARN,128.5,0.0,0.0,100,stop_mode_warn,False,1.7345833333333334
1760016616.910,WARN,127.75,0.0,0.0,100,stop_mode_warn,False,1.7337500000000001
1760016617.091,WARN,128.75,0.0,0.0,100,stop_mode_warn,False,1.7354166666666666
1760016617.269,WARN,129.25,0.0,0.0,100,stop_mode_warn,False,1.7383333333333333
1760016617.453,WARN,128.25,0.0,0.0,100,stop_mode_warn,False,1.73625
1760016617.639,WARN,126.0,0.0,0.0,100,stop_mode_warn,False,1.7379166666666666
1760016617.822,WARN,130.0,0.0,0.0,100,stop_mode_warn,False,1.7195833333333335
1760016618.008,WARN,128.75,0.0,0.0,100,stop_mode_warn,False,1.8166666666666667
1760016618.194,WARN,129.0,0.0,0.0,100,stop_mode_warn,False,1.3025
1760016618.379,WARN,128.0,0.0,0.0,100,stop_mode_warn,False,1.2483333333333333
1760016618.567,WARN,127.75,0.0,0.0,100,stop_mode_warn,False,1.2308333333333334
1760016618.751,WARN,127.75,0.0,0.0,100,stop_mode_warn,False,1.2233333333333334
1760016618.939,WARN,125.75,0.0,0.0,100,stop_mode_warn,False,2.0075
1760016619.125,WARN,130.0,0.0,0.0,100,stop_mode_warn,False,1.5091666666666668
1760016619.314,WARN,128.0,0.0,0.0,100,stop_mode_warn,False,1.5120833333333334
1760016619.495,WARN,127.5,0.0,0.0,100,stop_mode_warn,False,1.5025
1760016619.680,WARN,128.75,0.0,0.0,100,stop_mode_warn,False,1.6579166666666667
1760016619.864,WARN,128.0,0.0,0.0,100,stop_mode_warn,False,1.14375
1760016620.045,WARN,127.25,0.0,0.0,100,stop_mode_warn,False,1.12625
1760016620.231,WARN,128.25,0.0,0.0,100,stop_mode_warn,False,1.1291666666666667
1760016620.417,WARN,128.75,0.0,0.0,100,stop_mode_warn,False,1.12625
1760016620.603,WARN,128.25,0.0,0.0,100,stop_mode_warn,False,1.1258333333333332
1760016620.782,WARN,128.5,0.0,0.0,100,stop_mode_warn,False,1.1241666666666668
1760016620.962,WARN,127.75,0.0,0.0,100,stop_mode_warn,False,1.1220833333333333
1760016621.143,WARN,127.75,0.0,0.0,100,stop_mode_warn,False,1.1216666666666666
1760016621.332,SAFE,308.5,0.0,0.0,0,stop_mode_safe,False,1.1183333333333334
1760016621.519,WARN,128.25,0.0,0.0,100,stop_mode_warn,False,1.1208333333333333
1760016621.691,WARN,129.0,0.0,0.0,100,stop_mode_warn,False,1.1170833333333334
1760016621.870,WARN,128.25,0.0,0.0,100,stop_mode_warn,False,1.1154166666666667
1760016622.051,WARN,128.25,0.0,0.0,100,stop_mode_warn,False,1.115
1760016622.234,WARN,126.5,0.0,0.0,100,stop_mode_warn,False,1.11125
