ts,state,d_min_mm,v_mps,ttc_s
1760270093.850,SAFE,,0.0,
1760270094.022,SAFE,2844.75,0.0,0.0
1760270094.205,SAFE,2842.875,0.0,0.0
1760270094.386,SAFE,2844.75,0.0,0.0
1760270094.564,SAFE,2845.5,0.0,0.0
1760270094.745,SAFE,2845.5,0.0,0.0
1760270094.923,SAFE,2844.0,0.0,0.0
1760270095.099,SAFE,2844.0,0.0,0.0
1760270095.272,SAFE,2845.5,0.0,0.0
1760270095.448,SAFE,2846.5,0.0,0.0
1760270095.624,SAFE,2846.5,0.0,0.0
1760270095.794,SAFE,2846.5,0.0,0.0
1760270095.973,SAFE,2846.0,0.0,0.0
1760270096.148,SAFE,2845.75,0.0,0.0
1760270096.321,SAFE,2845.75,0.0,0.0
1760270096.495,SAFE,2847.0,0.0,0.0
1760270096.670,SAFE,2847.25,0.0,0.0
1760270096.846,SAFE,2847.25,0.0,0.0
1760270097.024,SAFE,2847.25,0.0,0.0
1760270097.195,SAFE,2846.75,0.0,0.0
1760270097.370,SAFE,2847.5,0.0,0.0
1760270097.549,SAFE,2846.75,0.0,0.0
1760270097.719,SAFE,2844.25,0.0,0.0
1760270097.892,SAFE,2844.25,0.0,0.0
1760270098.066,SAFE,2844.25,2.21,1.29
1760270098.242,SAFE,2844.0,2.21,1.29
1760270098.419,SAFE,2844.0,2.21,1.29
1760270098.591,SAFE,2845.25,2.18,1.31
1760270098.768,SAFE,2845.5,2.17,1.31
1760270098.944,SAFE,2845.5,2.02,1.41
1760270099.117,SAFE,2845.25,2.13,1.34
1760270099.296,SAFE,2844.75,2.0,1.42
1760270099.471,SAFE,2845.25,2.14,1.33
1760270099.649,SAFE,2844.75,2.14,1.33
1760270099.823,SAFE,2845.75,2.14,1.33
1760270099.993,SAFE,2843.25,2.13,1.33
1760270100.169,SAFE,2845.75,2.13,1.34
1760270100.342,SAFE,2843.25,2.12,1.34
1760270100.518,SAFE,2844.75,2.12,1.34
1760270100.688,SAFE,2844.75,2.12,1.34
1760270100.869,SAFE,2845.0,2.13,1.34
1760270101.050,SAFE,2845.0,2.13,1.34
1760270101.223,SAFE,2845.75,2.13,1.34
1760270101.398,SAFE,2845.75,1.99,1.43
1760270101.572,SAFE,2846.5,2.13,1.34
1760270101.750,SAFE,2846.5,2.13,1.34
1760270101.925,SAFE,2845.25,2.12,1.34
1760270102.098,SAFE,2844.0,2.12,1.34
1760270102.277,SAFE,2845.0,2.13,1.34
1760270102.450,SAFE,2845.0,2.13,1.34
1760270102.623,SAFE,2845.0,2.13,1.34
1760270102.797,SAFE,2845.0,1.73,1.64
1760270102.972,SAFE,2845.0,0.0,0.0
1760270103.138,SAFE,2845.0,0.0,0.0
1760270103.316,SAFE,2842.75,0.0,0.0
1760270103.489,SAFE,2842.75,0.0,0.0
1760270103.660,SAFE,2843.5,0.0,0.0
1760270103.830,SAFE,2843.75,0.0,0.0
1760270103.999,SAFE,2843.5,0.0,0.0
1760270104.174,SAFE,2843.75,0.0,0.0
1760270104.348,SAFE,2844.5,0.0,0.0
1760270104.516,SAFE,2846.0,0.0,0.0
1760270104.686,SAFE,2844.5,0.0,0.0
1760270104.862,SAFE,2845.25,0.0,0.0
1760270105.035,SAFE,2844.5,0.0,0.0
1760270105.213,SAFE,2832.25,0.0,0.0
1760270105.384,SAFE,425.0,0.0,0.0
1760270105.557,SAFE,220.5,0.0,0.0
1760270105.728,SAFE,219.25,0.0,0.0
1760270105.898,SAFE,219.25,0.0,0.0
1760270106.069,SAFE,219.25,0.0,0.0
1760270106.242,SAFE,219.25,0.0,0.0
1760270106.421,SAFE,235.0,0.0,0.0
1760270106.596,SAFE,235.0,0.0,0.0
1760270106.769,SAFE,300.5,0.0,0.0
1760270106.942,SAFE,300.5,0.0,0.0
1760270107.111,SAFE,300.5,0.0,0.0
1760270107.281,SAFE,306.5,0.0,0.0
1760270107.452,SAFE,2834.5,0.0,0.0
1760270107.625,SAFE,2845.0,0.0,0.0
1760270107.803,SAFE,2845.0,0.0,0.0
1760270107.977,SAFE,2834.5,0.0,0.0
1760270108.152,SAFE,398.5,0.0,0.0
1760270108.325,SAFE,338.5,0.0,0.0
1760270108.501,SAFE,338.5,0.0,0.0
1760270108.674,SAFE,370.5,0.0,0.0
1760270108.845,SAFE,370.5,0.0,0.0
1760270109.016,SAFE,339.5,0.0,0.0
1760270109.189,SAFE,307.0,0.0,0.0
1760270109.357,SAFE,307.0,0.0,0.0
1760270109.530,SAFE,332.5,0.0,0.0
1760270109.703,SAFE,349.5,0.0,0.0
