ts,state,d_min_mm,v_mps,ttc_s,target_deg,reason,corner_active,corner_score
1760176882.839,SAFE,1876.5,0.0,0.0,0,stop_mode_always_safe,False,0.0
1760176883.007,SAFE,1622.0,0.0,0.0,0,stop_mode_always_safe,True,3.065
1760176883.170,SAFE,1624.5,0.0,0.0,0,stop_mode_always_safe,True,2.5637499999999998
1760176883.336,SAFE,1625.25,0.0,0.0,0,stop_mode_always_safe,True,2.564166666666667
1760176883.508,SAFE,1629.0,0.0,0.0,0,stop_mode_always_safe,True,2.5625
1760176883.667,SAFE,1629.0,0.0,0.0,0,stop_mode_always_safe,True,2.5625
1760176883.826,SAFE,1624.25,0.0,0.0,0,stop_mode_always_safe,True,2.5616666666666665
1760176883.988,SAFE,1636.0,0.0,0.0,0,stop_mode_always_safe,True,2.5616666666666665
1760176884.151,SAFE,1624.25,0.0,0.0,0,stop_mode_always_safe,True,2.5612500000000002
1760176884.303,SAFE,1629.25,0.0,0.0,0,stop_mode_always_safe,True,2.56
1760176884.470,SAFE,1628.0,0.0,0.0,0,stop_mode_always_safe,True,2.5629166666666667
1760176884.628,SAFE,1625.25,0.0,0.0,0,stop_mode_always_safe,True,2.5591666666666666
1760176884.794,SAFE,1624.0,0.0,0.0,0,stop_mode_always_safe,True,2.5591666666666666
1760176884.954,SAFE,1630.25,0.0,0.0,0,stop_mode_always_safe,True,2.5591666666666666
1760176885.115,SAFE,1629.75,0.0,0.0,0,stop_mode_always_safe,True,2.5566666666666666
1760176885.278,SAFE,1626.0,0.0,0.0,0,stop_mode_always_safe,True,2.555416666666667
1760176885.437,SAFE,1627.75,0.0,0.0,0,stop_mode_always_safe,True,2.5566666666666666
1760176885.605,SAFE,1627.0,0.0,0.0,0,stop_mode_always_safe,True,2.55375
1760176885.761,SAFE,1623.0,0.0,0.0,0,stop_mode_always_safe,True,2.5820833333333333
1760176885.921,SAFE,1625.75,0.0,0.0,0,stop_mode_always_safe,True,2.6045833333333333
1760176886.084,SAFE,1623.25,0.0,0.0,0,stop_mode_always_safe,True,2.38375
1760176886.242,SAFE,1610.0,0.0,0.0,0,stop_mode_always_safe,True,1.8854166666666665
1760176886.408,SAFE,573.0,0.0,0.0,0,stop_mode_always_safe,True,1.8841666666666668
1760176886.571,SAFE,1592.0,0.0,0.0,0,stop_mode_always_safe,True,1.8858333333333333
1760176886.731,SAFE,125.5,0.0,0.0,0,stop_mode_always_safe,True,1.8824999999999998
1760176886.895,SAFE,1939.0,0.0,0.0,0,stop_mode_always_safe,True,1.8841666666666668
1760176887.058,SAFE,1746.0,0.0,0.0,0,stop_mode_always_safe,True,4.772916666666667
1760176887.218,SAFE,2061.75,0.0,0.0,0,stop_mode_always_safe,True,4.2716666666666665
1760176887.389,SAFE,1764.25,0.0,0.0,0,stop_mode_always_safe,True,4.2995833333333335
1760176887.552,SAFE,1892.5,0.0,0.0,0,stop_mode_always_safe,True,4.2925
1760176887.715,SAFE,2063.75,0.0,0.0,0,stop_mode_always_safe,False,1.5125
1760176887.881,SAFE,1656.0,0.0,0.0,0,stop_mode_always_safe,False,1.02
1760176888.041,SAFE,1602.75,0.0,0.0,0,stop_mode_always_safe,True,3.8120833333333333
1760176888.208,SAFE,1588.25,0.0,0.0,0,stop_mode_always_safe,True,2.3845833333333335
1760176888.363,SAFE,1583.75,0.0,0.0,0,stop_mode_always_safe,True,1.8841666666666668
1760176888.518,SAFE,1595.0,0.0,0.0,0,stop_mode_always_safe,True,1.8829166666666666
1760176888.681,SAFE,1595.0,0.0,0.0,0,stop_mode_always_safe,True,1.8795833333333334
1760176888.840,SAFE,1591.75,0.0,0.0,0,stop_mode_always_safe,True,1.8854166666666665
1760176889.006,SAFE,135.5,0.0,0.0,0,stop_mode_always_safe,True,1.8841666666666668
1760176889.169,SAFE,1509.5,0.0,0.0,0,stop_mode_always_safe,True,4.7275
1760176889.330,SAFE,692.5,0.0,0.0,0,stop_mode_always_safe,True,4.265000000000001
1760176889.505,SAFE,1725.0,0.0,0.0,0,stop_mode_always_safe,True,4.24125
1760176889.668,SAFE,1599.25,0.0,0.0,0,stop_mode_always_safe,True,4.26125
1760176889.829,SAFE,1587.5,0.0,0.0,0,stop_mode_always_safe,True,4.265416666666667
1760176889.994,SAFE,1913.5,0.0,0.0,0,stop_mode_always_safe,True,4.270416666666667
1760176890.155,SAFE,1589.5,0.0,0.0,0,stop_mode_always_safe,True,4.290416666666667
1760176890.318,SAFE,554.5,0.0,0.0,0,stop_mode_always_safe,True,3.7595833333333335
1760176890.479,SAFE,1590.0,0.0,0.0,0,stop_mode_always_safe,True,2.3845833333333335
1760176890.633,SAFE,1593.25,0.0,0.0,0,stop_mode_always_safe,True,1.8870833333333334
1760176890.805,SAFE,1597.0,0.0,0.0,0,stop_mode_always_safe,True,1.8870833333333334
1760176890.962,SAFE,1599.5,0.0,0.0,0,stop_mode_always_safe,True,1.8866666666666667
1760176891.120,SAFE,1599.25,0.0,0.0,0,stop_mode_always_safe,True,1.8854166666666665
1760176891.281,SAFE,1604.0,0.0,0.0,0,stop_mode_always_safe,True,1.8816666666666668
1760176891.437,SAFE,1602.25,0.0,0.0,0,stop_mode_always_safe,True,1.8854166666666665
1760176891.605,SAFE,1605.25,0.0,0.0,0,stop_mode_always_safe,True,1.88375
1760176891.760,SAFE,1603.0,0.0,0.0,0,stop_mode_always_safe,True,1.8854166666666665
1760176891.918,SAFE,1600.25,0.0,0.0,0,stop_mode_always_safe,True,1.88375
1760176892.079,SAFE,1603.75,0.0,0.0,0,stop_mode_always_safe,True,1.8804166666666666
1760176892.237,SAFE,1604.25,0.0,0.0,0,stop_mode_always_safe,True,1.8829166666666666
1760176892.406,SAFE,1586.75,0.0,0.0,0,stop_mode_always_safe,True,1.8808333333333334
1760176892.563,SAFE,1609.25,0.0,0.0,0,stop_mode_always_safe,True,1.8829166666666666
1760176892.721,SAFE,1603.25,0.0,0.0,0,stop_mode_always_safe,True,1.8841666666666668
1760176892.887,SAFE,1609.25,0.0,0.0,0,stop_mode_always_safe,True,1.8845833333333335
1760176893.045,SAFE,1605.0,0.0,0.0,0,stop_mode_always_safe,True,1.88375
1760176893.202,SAFE,1600.5,0.0,0.0,0,stop_mode_always_safe,True,1.8841666666666668
1760176893.369,SAFE,1603.0,0.0,0.0,0,stop_mode_always_safe,True,1.8820833333333333
1760176893.527,SAFE,1598.75,0.0,0.0,0,stop_mode_always_safe,True,1.88375
1760176893.687,SAFE,1600.5,0.0,0.0,0,stop_mode_always_safe,True,1.8833333333333333
1760176893.846,SAFE,1601.0,0.0,0.0,0,stop_mode_always_safe,True,1.88625
1760176894.007,SAFE,1602.25,0.0,0.0,0,stop_mode_always_safe,True,1.8845833333333335
1760176894.164,SAFE,1603.25,0.0,0.0,0,stop_mode_always_safe,True,1.8829166666666666
1760176894.320,SAFE,1599.25,0.0,0.0,0,stop_mode_always_safe,True,1.8854166666666665
1760176894.485,SAFE,1598.75,0.0,0.0,0,stop_mode_always_safe,True,1.885
1760176894.644,SAFE,1598.75,0.0,0.0,0,stop_mode_always_safe,True,1.8870833333333334
1760176894.807,SAFE,1586.5,0.0,0.0,0,stop_mode_always_safe,True,1.8808333333333334
1760176894.962,SAFE,1603.75,0.0,0.0,0,stop_mode_always_safe,True,1.88375
1760176895.121,SAFE,1602.5,0.0,0.0,0,stop_mode_always_safe,True,1.8833333333333333
1760176895.281,SAFE,1598.0,0.0,0.0,0,stop_mode_always_safe,True,1.8829166666666666
1760176895.439,SAFE,1595.5,0.0,0.0,0,stop_mode_always_safe,True,1.8833333333333333
1760176895.605,SAFE,592.25,0.0,0.0,0,stop_mode_always_safe,True,1.8833333333333333
1760176895.763,SAFE,1609.75,0.0,0.0,0,stop_mode_always_safe,True,1.88375
1760176895.921,SAFE,1595.5,0.0,0.0,0,stop_mode_always_safe,True,1.88375
1760176896.087,SAFE,1595.75,0.0,0.0,0,stop_mode_always_safe,True,1.88375
1760176896.250,SAFE,1591.75,0.0,0.0,0,stop_mode_always_safe,True,1.8841666666666668
1760176896.410,SAFE,607.5,0.0,0.0,0,stop_mode_always_safe,True,1.88375
1760176896.574,SAFE,614.5,0.0,0.0,0,stop_mode_always_safe,True,1.8824999999999998
1760176896.734,SAFE,607.5,0.0,0.0,0,stop_mode_always_safe,True,1.8845833333333335
1760176896.902,SAFE,573.25,0.0,0.0,0,stop_mode_always_safe,True,1.8824999999999998
1760176897.058,SAFE,1606.25,0.0,0.0,0,stop_mode_always_safe,True,3.1550000000000002
1760176897.216,SAFE,1625.75,0.0,0.0,0,stop_mode_always_safe,True,2.796666666666667
1760176897.380,SAFE,1625.5,0.0,0.0,0,stop_mode_always_safe,True,2.805833333333333
1760176897.541,SAFE,1627.25,0.0,0.0,0,stop_mode_always_safe,True,2.810833333333333
1760176897.707,SAFE,1663.0,0.0,0.0,0,stop_mode_always_safe,True,2.810833333333333
