ts,state,d_min_mm,v_mps,ttc_s
1760275074.463,SAFE,,0.0,
1760275074.629,SAFE,2766.5,0.0,0.0
1760275074.795,SAFE,2766.75,0.0,0.0
1760275074.963,SAFE,2767.0,0.0,0.0
1760275075.131,SAFE,2767.25,0.0,0.0
1760275075.303,SAFE,2767.5,0.0,0.0
1760275075.466,SAFE,2767.5,0.0,0.0
1760275075.636,SAFE,2768.75,0.0,0.0
1760275075.797,SAFE,2768.75,0.0,0.0
1760275075.960,SAFE,2768.0,0.0,0.0
1760275076.123,SAFE,2768.0,0.0,0.0
1760275076.284,SAFE,2768.5,0.0,0.0
1760275076.454,SAFE,2768.5,0.0,0.0
1760275076.613,SAFE,2768.75,0.0,0.0
1760275076.781,SAFE,2768.75,0.0,0.0
1760275076.944,SAFE,2768.75,0.0,0.0
1760275077.102,SAFE,2768.75,0.0,0.0
1760275077.273,SAFE,2768.75,0.0,0.0
1760275077.441,SAFE,2768.75,0.0,0.0
1760275077.599,SAFE,2768.75,0.0,0.0
1760275077.770,SAFE,2768.75,0.0,0.0
1760275077.936,SAFE,2768.75,0.0,0.0
1760275078.093,SAFE,2768.75,0.0,0.0
1760275078.262,SAFE,2769.25,0.0,0.0
1760275078.422,SAFE,2769.25,0.0,0.0
1760275078.585,SAFE,2771.75,0.0,0.0
1760275078.751,SAFE,2768.25,0.0,0.0
1760275078.917,SAFE,2767.75,0.0,0.0
1760275079.082,SAFE,2767.75,0.0,0.0
1760275079.245,SAFE,2767.75,0.0,0.0
1760275079.404,SAFE,2762.5,0.0,0.0
1760275079.572,SAFE,2749.0,0.0,0.0
1760275079.737,SAFE,2741.0,0.0,0.0
1760275079.898,SAFE,2733.0,0.0,0.0
1760275080.066,SAFE,2731.0,0.0,0.0
1760275080.227,SAFE,2731.0,0.0,0.0
1760275080.385,SAFE,2731.0,0.0,0.0
1760275080.560,CORNER,2707.0,0.0,0.0
1760275080.726,CORNER,2701.5,0.0,0.0
1760275080.904,SAFE,2663.5,0.0,0.0
1760275081.058,SAFE,2663.5,0.0,0.0
1760275081.226,SAFE,2663.5,0.0,0.0
1760275081.389,SAFE,2654.0,0.0,0.0
1760275081.562,SAFE,2642.0,0.0,0.0
1760275081.723,SAFE,2640.75,0.0,0.0
1760275081.886,SAFE,2640.75,0.0,0.0
1760275082.054,SAFE,2661.5,0.0,0.0
1760275082.212,SAFE,2756.0,0.0,0.0
1760275082.378,SAFE,2779.5,0.0,0.0
1760275082.543,SAFE,2840.0,0.0,0.0
1760275082.704,SAFE,2886.0,0.0,0.0
1760275082.870,SAFE,2986.5,0.0,0.0
1760275083.033,SAFE,3066.0,0.0,0.0
