ts,state,d_min_mm,v_mps,ttc_s,target_deg,reason
1760011910.310,SAFE,,0.0,,0,tick
1760011910.610,BRAKE,234.67499999999998,0.0,,140,dist_only_brake
1760011910.791,BRAKE,342.93499999999995,0.0,,140,dist_only_brake
1760011910.972,BRAKE,342.93499999999995,0.0,,140,dist_only_brake
1760011911.153,BRAKE,974.401,0.0,,140,tick
1760011911.334,BRAKE,1349.2406,0.0,,140,tick
1760011911.610,SAFE,1541.0443599999999,0.0,,0,dist_only_release
1760011911.791,SAFE,1736.686616,0.0,,0,dist_only_safe
1760011911.972,SAFE,1740.5319696,0.0,,0,dist_only_safe
1760011912.153,SAFE,1998.97918176,0.0,,0,dist_only_safe
1760011912.334,SAFE,1998.97918176,0.0,,0,dist_only_safe
1760011912.515,SAFE,1870.2570036224,0.0,,0,dist_only_safe
1760011912.696,SAFE,1870.2570036224,0.0,,0,dist_only_safe
1760011912.877,SAFE,1849.8730723477502,0.0,,0,dist_only_safe
1760011913.058,SAFE,1887.24384340865,0.0,,0,dist_only_safe
1760011913.239,SAFE,1849.8730723477502,0.0,,0,dist_only_safe
1760011913.420,SAFE,1823.52753736346,0.0,,0,dist_only_safe
1760011913.601,SAFE,1789.9306089672302,0.0,,0,dist_only_safe
1760011913.782,SAFE,1789.9306089672302,0.0,,0,dist_only_safe
1760011913.962,SAFE,1866.2933461521352,0.0,,0,dist_only_safe
1760011914.143,SAFE,1866.2933461521352,0.0,,0,dist_only_safe
1760011914.324,SAFE,1828.6884030765123,0.0,,0,dist_only_safe
1760011914.505,SAFE,1822.047338460854,0.0,,0,dist_only_safe
1760011914.687,SAFE,1828.617216738363,0.0,,0,dist_only_safe
1760011914.867,SAFE,1828.617216738363,0.0,,0,dist_only_safe
1760011915.048,SAFE,1833.854132017207,0.0,,0,dist_only_safe
1760011915.229,SAFE,1836.7103300430176,0.0,,0,dist_only_safe
1760011915.410,SAFE,1905.992479210324,0.0,,0,dist_only_safe
1760011915.591,SAFE,2258.7354875261944,0.0,,0,dist_only_safe
1760011915.772,SAFE,2258.7354875261944,0.0,,0,dist_only_safe
1760011915.953,SAFE,2238.052310203772,0.0,,0,dist_only_safe
1760011916.134,SAFE,2238.052310203772,0.0,,0,dist_only_safe
1760011916.315,SAFE,2419.091386122263,0.0,,0,dist_only_safe
1760011916.496,SAFE,2419.091386122263,0.0,,0,dist_only_safe
1760011916.677,SAFE,2308.0063596016057,0.0,,0,dist_only_safe
1760011916.857,SAFE,1996.0439326693431,0.0,,0,dist_only_safe
1760011917.039,SAFE,2197.4135263043854,0.0,,0,dist_only_safe
1760011917.220,SAFE,1887.5225438406421,0.0,,0,dist_only_safe
1760011917.401,SAFE,1688.1452463130524,0.0,,0,dist_only_safe
1760011917.581,SAFE,1688.1452463130524,0.0,,0,dist_only_safe
1760011917.762,SAFE,2100.787147787831,0.0,,0,dist_only_safe
1760011917.944,SAFE,2100.787147787831,0.0,,0,dist_only_safe
1760011918.124,SAFE,1926.0281492814477,0.0,,0,dist_only_safe
1760011918.305,SAFE,1926.0281492814477,0.0,,0,dist_only_safe
1760011918.486,SAFE,1935.5768895688686,0.0,,0,dist_only_safe
1760011918.667,SAFE,2209.946133741321,0.0,,0,dist_only_safe
1760011918.848,SAFE,2209.946133741321,0.0,,0,dist_only_safe
1760011919.029,SAFE,1805.4854432587501,0.0,,0,dist_only_safe
1760011919.210,SAFE,1805.4854432587501,0.0,,0,dist_only_safe
1760011919.391,SAFE,1855.85126595525,0.0,,0,dist_only_safe
1760011919.572,SAFE,2188.83075957315,0.0,,0,dist_only_safe
1760011919.753,SAFE,2188.83075957315,0.0,,0,dist_only_safe
1760011919.934,SAFE,1782.1268293785336,0.0,,0,dist_only_safe
1760011920.115,SAFE,1782.1268293785336,0.0,,0,dist_only_safe
1760011920.296,SAFE,2007.032439050848,0.0,,0,dist_only_safe
1760011920.477,SAFE,2037.45609762712,0.0,,0,dist_only_safe
1760011920.658,SAFE,2091.4377853722035,0.0,,0,dist_only_safe
1760011920.839,SAFE,2091.4377853722035,0.0,,0,dist_only_safe
1760011921.020,SAFE,2077.195114148881,0.0,,0,dist_only_safe
1760011921.201,SAFE,1954.6480456595525,0.0,,0,dist_only_safe
1760011921.381,SAFE,1954.6480456595525,0.0,,0,dist_only_safe
1760011921.563,SAFE,1974.500212383317,0.0,,0,dist_only_safe
1760011921.744,SAFE,1974.500212383317,0.0,,0,dist_only_safe
1760011921.924,SAFE,1869.4400849533267,0.0,,0,dist_only_safe
1760011922.105,SAFE,1834.8260339813307,0.0,,0,dist_only_safe
1760011922.286,SAFE,1810.7204135925322,0.0,,0,dist_only_safe
1760011922.467,SAFE,1810.7204135925322,0.0,,0,dist_only_safe
1760011922.648,SAFE,1810.299159704883,0.0,,0,dist_only_safe
1760011922.829,SAFE,1810.299159704883,0.0,,0,dist_only_safe
1760011923.010,SAFE,1792.5396638819532,0.0,,0,dist_only_safe
1760011923.191,SAFE,1654.755519331669,0.0,,0,dist_only_safe
1760011923.372,SAFE,1654.755519331669,0.0,,0,dist_only_safe
1760011923.553,SAFE,1654.755519331669,0.0,,0,dist_only_safe
1760011923.734,SAFE,1232.2155947837603,0.0,,0,dist_only_safe
1760011923.915,SAFE,1232.2155947837603,0.0,,0,dist_only_safe
1760011924.096,SAFE,1232.2155947837603,0.0,,0,dist_only_safe
1760011924.277,SAFE,1457.5214456488613,0.0,,0,dist_only_safe
1760011924.458,SAFE,1457.5214456488613,0.0,,0,dist_only_safe
1760011924.639,SAFE,1457.5214456488613,0.0,,0,dist_only_safe
1760011924.820,SAFE,1289.5151469557268,0.0,,0,dist_only_safe
1760011925.000,SAFE,1289.5151469557268,0.0,,0,dist_only_safe
1760011925.182,SAFE,1517.7876352693745,0.0,,0,dist_only_safe
1760011925.362,SAFE,1899.6525811616248,0.0,,0,dist_only_safe
1760011925.543,SAFE,2064.851548696975,0.0,,0,dist_only_safe
1760011925.724,SAFE,2161.410929218185,0.0,,0,dist_only_safe
1760011925.905,SAFE,2308.706557530911,0.0,,0,dist_only_safe
1760011926.086,SAFE,2317.3639345185466,0.0,,0,dist_only_safe
1760011926.267,SAFE,2394.118360711128,0.0,,0,dist_only_safe
1760011926.448,SAFE,2520.4264065706707,0.0,,0,dist_only_safe
1760011926.629,SAFE,2520.4264065706707,0.0,,0,dist_only_safe
1760011926.810,SAFE,2518.130562628268,0.0,,0,dist_only_safe
1760011926.991,SAFE,2514.752225051307,0.0,,0,dist_only_safe
1760011927.172,SAFE,2433.2785340123137,0.0,,0,dist_only_safe
1760011927.353,SAFE,2433.2785340123137,0.0,,0,dist_only_safe
1760011927.533,SAFE,2433.2785340123137,0.0,,0,dist_only_safe
1760011927.714,SAFE,1745.7065088977731,0.0,,0,dist_only_safe
1760011927.896,SAFE,1693.7108481629552,0.0,,0,dist_only_safe
1760011928.077,SAFE,1577.4355621354657,0.0,,0,dist_only_safe
1760011928.258,SAFE,1577.4355621354657,0.0,,0,dist_only_safe
1760011928.438,SAFE,1594.4445349125117,0.0,,0,dist_only_safe
1760011928.619,SAFE,1594.4445349125117,0.0,,0,dist_only_safe
1760011928.800,SAFE,1481.7678139650045,0.0,,0,dist_only_safe
1760011928.981,SAFE,1481.7678139650045,0.0,,0,dist_only_safe
1760011929.162,SAFE,1512.1077101406404,0.0,,0,dist_only_safe
1760011929.343,SAFE,1540.7246260843842,0.0,,0,dist_only_safe
1760011929.524,SAFE,1540.7246260843842,0.0,,0,dist_only_safe
1760011929.705,SAFE,1596.7347756506304,0.0,,0,dist_only_safe
1760011929.886,SAFE,1596.7347756506304,0.0,,0,dist_only_safe
1760011930.067,SAFE,1579.573807693691,0.0,,0,dist_only_safe
1760011930.248,SAFE,1579.573807693691,0.0,,0,dist_only_safe
1760011930.429,SAFE,1645.0442846162146,0.0,,0,dist_only_safe
1760011930.610,SAFE,1645.0442846162146,0.0,,0,dist_only_safe
1760011930.791,SAFE,1622.6726283078915,0.0,,0,dist_only_safe
1760011930.972,SAFE,1499.633430793894,0.0,,0,dist_only_safe
1760011931.152,SAFE,1499.633430793894,0.0,,0,dist_only_safe
1760011931.334,SAFE,1720.6800584763364,0.0,,0,dist_only_safe
1760011931.515,SAFE,1720.6800584763364,0.0,,0,dist_only_safe
1760011931.695,SAFE,1374.2192140343209,0.0,,0,dist_only_safe
1760011931.876,SAFE,935.2776856137284,0.0,,0,dist_only_safe
1760011932.057,SAFE,616.2886445472948,0.0,,0,dist_only_safe
1760011932.238,SAFE,616.2886445472948,0.0,,0,dist_only_safe
1760011932.419,SAFE,940.7931867283769,0.0,,0,dist_only_safe
1760011932.600,SAFE,1254.775912037026,0.0,,0,dist_only_safe
1760011932.781,SAFE,1391.7702188888863,0.0,,0,dist_only_safe
1760011932.962,SAFE,1416.6255472222156,0.0,,0,dist_only_safe
1760011933.143,SAFE,1666.1421313333317,0.0,,0,dist_only_safe
1760011933.324,SAFE,1705.225278799999,0.0,,0,dist_only_safe
1760011933.505,SAFE,1705.225278799999,0.0,,0,dist_only_safe
1760011933.686,SAFE,1689.3120669119996,0.0,,0,dist_only_safe
1760011933.867,SAFE,1689.3120669119996,0.0,,0,dist_only_safe
1760011934.048,SAFE,1823.89089605888,0.0,,0,dist_only_safe
1760011934.229,SAFE,1823.89089605888,0.0,,0,dist_only_safe
1760011934.410,SAFE,1756.687815054131,0.0,,0,dist_only_safe
1760011934.591,SAFE,1696.3951260216522,0.0,,0,dist_only_safe
1760011934.772,SAFE,1696.3951260216522,0.0,,0,dist_only_safe
1760011934.953,SAFE,1784.9771320980788,0.0,,0,dist_only_safe
1760011935.134,SAFE,1784.9771320980788,0.0,,0,dist_only_safe
1760011935.314,SAFE,1757.9608528392314,0.0,,0,dist_only_safe
1760011935.496,SAFE,1628.4143411356924,0.0,,0,dist_only_safe
1760011935.676,SAFE,1284.6154418725662,0.0,,0,dist_only_safe
1760011935.857,SAFE,1284.6154418725662,0.0,,0,dist_only_safe
1760011936.038,SAFE,1369.6217060494157,0.0,,0,dist_only_safe
1760011936.219,SAFE,1402.7292651235396,0.0,,0,dist_only_safe
1760011936.400,SAFE,1374.90720945186,0.0,,0,dist_only_safe
1760011936.581,SAFE,1374.90720945186,0.0,,0,dist_only_safe
1760011936.762,SAFE,1371.1257302684464,0.0,,0,dist_only_safe
1760011936.943,SAFE,1371.1257302684464,0.0,,0,dist_only_safe
1760011937.124,SAFE,1421.4354381610679,0.0,,0,dist_only_safe
1760011937.305,SAFE,1424.3612628966407,0.0,,0,dist_only_safe
1760011937.486,SAFE,1424.3612628966407,0.0,,0,dist_only_safe
1760011937.667,SAFE,1267.0484218571162,0.0,,0,dist_only_safe
1760011937.848,SAFE,1267.0484218571162,0.0,,0,dist_only_safe
1760011938.029,SAFE,1323.8290531142698,0.0,,0,dist_only_safe
1760011938.210,SAFE,1356.777431868562,0.0,,0,dist_only_safe
1760011938.391,SAFE,1462.8225836484548,0.0,,0,dist_only_safe
1760011938.571,SAFE,1555.4064591211372,0.0,,0,dist_only_safe
1760011938.753,SAFE,1833.5935501890729,0.0,,0,dist_only_safe
1760011938.933,SAFE,2045.5961301134437,0.0,,0,dist_only_safe
1760011939.114,SAFE,2045.5961301134437,0.0,,0,dist_only_safe
1760011939.295,SAFE,1588.6390712272264,0.0,,0,dist_only_safe
1760011939.476,SAFE,1588.6390712272264,0.0,,0,dist_only_safe
1760011939.657,SAFE,1598.8613770945344,0.0,,0,dist_only_safe
1760011939.838,SAFE,,0.0,,0,tick
1760011940.019,SAFE,,0.0,,0,tick
