ts,state,d_min_mm,v_mps,ttc_s
1760272993.709,SAFE,,0.0,
1760272993.874,SAFE,3136.5,0.0,0.0
1760272994.043,SAFE,2614.875,0.0,0.0
1760272994.216,SAFE,2099.75,0.0,0.0
1760272994.384,SAFE,2099.75,0.0,0.0
1760272994.552,SAFE,2099.75,0.0,0.0
1760272994.718,SAFE,2097.0,0.0,0.0
1760272994.881,SAFE,2097.0,0.0,0.0
1760272995.047,SAFE,2099.25,0.0,0.0
1760272995.207,SAFE,2099.25,0.0,0.0
1760272995.371,SAFE,2099.0,0.0,0.0
1760272995.531,SAFE,2099.0,0.0,0.0
1760272995.697,SAFE,2099.0,0.0,0.0
1760272995.860,SAFE,2096.5,0.0,0.0
1760272996.023,SAFE,2096.5,0.0,0.0
1760272996.189,SAFE,2098.5,0.0,0.0
1760272996.352,SAFE,2098.5,0.0,0.0
1760272996.518,SAFE,2098.25,0.0,0.0
1760272996.678,SAFE,2096.75,0.0,0.0
1760272996.841,SAFE,2096.5,0.0,0.0
1760272997.007,SAFE,2096.5,0.0,0.0
1760272997.170,SAFE,2098.25,0.0,0.0
1760272997.333,SAFE,2100.25,0.0,0.0
1760272997.499,SAFE,2098.25,0.0,0.0
1760272997.660,SAFE,2097.75,0.0,0.0
1760272997.823,SAFE,2097.75,0.0,0.0
1760272997.991,SAFE,2097.75,0.0,0.0
1760272998.154,SAFE,2097.75,0.0,0.0
1760272998.319,SAFE,3138.5,0.0,0.0
1760272998.488,SAFE,3138.5,0.0,0.0
1760272998.651,SAFE,2098.75,0.0,0.0
1760272998.816,SAFE,2097.25,0.0,0.0
1760272998.982,SAFE,2096.75,0.0,0.0
1760272999.145,SAFE,2097.25,0.0,0.0
1760272999.311,SAFE,3138.5,0.0,0.0
1760272999.474,SAFE,3138.5,0.0,0.0
1760272999.637,SAFE,2099.5,0.0,0.0
1760272999.803,SAFE,2097.25,0.0,0.0
1760272999.964,SAFE,2097.75,0.0,0.0
1760273000.129,SAFE,2097.75,0.0,0.0
1760273000.302,SAFE,2097.75,0.0,0.0
1760273000.461,SAFE,2098.5,0.0,0.0
1760273000.626,SAFE,2098.5,0.0,0.0
1760273000.792,SAFE,2098.5,0.0,0.0
1760273000.955,SAFE,2097.0,0.0,0.0
1760273001.120,SAFE,2097.0,0.0,0.0
1760273001.286,SAFE,2096.75,0.0,0.0
1760273001.449,SAFE,2098.75,0.0,0.0
1760273001.615,SAFE,2098.25,0.0,0.0
1760273001.781,SAFE,2098.25,0.0,0.0
1760273001.946,SAFE,2098.25,0.0,0.0
1760273002.112,SAFE,2097.25,0.0,0.0
1760273002.272,SAFE,2097.25,0.0,0.0
1760273002.438,SAFE,2097.25,0.0,0.0
1760273002.601,SAFE,2096.75,0.0,0.0
1760273002.764,SAFE,2097.5,0.0,0.0
1760273002.925,SAFE,2097.5,0.0,0.0
1760273003.093,SAFE,2097.5,0.0,0.0
1760273003.257,SAFE,2100.25,0.0,0.0
1760273003.420,SAFE,2096.0,0.0,0.0
1760273003.587,SAFE,2098.25,0.0,0.0
1760273003.753,SAFE,2097.0,0.0,0.0
1760273003.916,SAFE,2098.25,0.0,0.0
1760273004.082,SAFE,2099.0,0.0,0.0
1760273004.245,SAFE,2099.0,0.0,0.0
1760273004.411,SAFE,2098.75,0.0,0.0
1760273004.579,SAFE,2098.75,0.0,0.0
1760273004.742,SAFE,2099.75,0.0,0.0
1760273004.908,SAFE,3138.5,0.0,0.0
1760273005.073,SAFE,3138.5,0.0,0.0
1760273005.239,SAFE,1927.0,0.0,0.0
1760273005.402,SAFE,1727.5,0.0,0.0
1760273005.570,SAFE,1650.5,0.0,0.0
1760273005.738,SAFE,1650.5,0.0,0.0
1760273005.909,SAFE,1690.0,0.0,0.0
1760273006.080,SAFE,1777.0,0.0,0.0
1760273006.245,SAFE,1932.5,0.0,0.0
1760273006.416,SAFE,2087.0,0.0,0.0
1760273006.589,SAFE,2087.0,0.0,0.0
1760273006.762,SAFE,2087.0,0.82,2.55
1760273006.933,SAFE,2045.0,0.82,2.49
1760273007.111,SAFE,2038.0,0.82,2.49
1760273007.283,CORNER,2038.0,0.82,2.49
1760273007.453,CORNER,2038.0,0.82,2.49
1760273007.628,CORNER,2105.5,0.82,2.57
1760273007.801,SAFE,2318.5,0.0,0.0
1760273007.972,SAFE,2404.0,0.0,0.0
1760273008.140,SAFE,2421.5,0.0,0.0
1760273008.313,SAFE,2473.5,0.0,0.0
1760273008.484,SAFE,4103.0,0.0,0.0
1760273008.657,SAFE,4738.5,0.0,0.0
1760273008.825,SAFE,4738.5,0.0,0.0
1760273009.006,SAFE,2030.5,0.0,0.0
1760273009.184,SAFE,2030.5,0.0,0.0
1760273009.370,SAFE,2245.5,0.0,0.0
1760273009.545,SAFE,4177.0,0.0,0.0
1760273009.724,SAFE,4177.0,0.0,0.0
1760273009.894,SAFE,3897.0,0.0,0.0
1760273010.063,SAFE,3089.5,0.0,0.0
1760273010.241,SAFE,2689.5,0.0,0.0
1760273010.419,SAFE,2689.5,0.0,0.0
1760273010.594,SAFE,2912.0,0.0,0.0
1760273010.763,SAFE,3170.0,1.63,1.94
1760273010.924,SAFE,3783.5,1.63,2.32
1760273011.091,SAFE,5083.5,1.63,3.12
1760273011.255,SAFE,5083.5,1.63,3.12
1760273011.420,SAFE,4833.5,1.63,2.97
1760273011.589,SAFE,4259.5,1.63,2.61
1760273011.752,SAFE,4090.5,2.04,2.01
1760273011.922,SAFE,4090.5,2.04,2.01
1760273012.088,SAFE,3747.5,2.04,1.84
1760273012.251,SAFE,3480.0,2.04,1.71
1760273012.417,SAFE,3234.0,2.04,1.59
1760273012.588,SAFE,2954.5,2.04,1.45
1760273012.751,SAFE,2698.0,1.22,2.21
1760273012.924,SAFE,2394.0,1.22,1.96
1760273013.097,SAFE,2090.5,1.22,1.71
1760273013.255,SAFE,2039.0,1.22,1.67
1760273013.422,CORNER,1735.0,1.22,1.42
1760273013.581,CORNER,1726.0,1.22,1.41
1760273013.742,CORNER,1626.5,1.63,1.0
1760273013.913,CORNER,1609.5,1.63,0.99
1760273014.093,WARN,1552.5,1.63,0.95
1760273014.246,WARN,1523.0,1.63,0.93
1760273014.417,WARN,1217.5,1.63,0.75
1760273014.585,WARN,1162.0,1.63,0.71
1760273014.748,SAFE,1137.5,0.0,0.0
