ts,state,d_min_mm,v_mps,ttc_s,target_deg,reason
1760013219.207,SAFE,,0.0,,0,tick
1760013219.390,BRAKE,186.04999999999998,0.0,,140,dist_only_brake
1760013219.571,BRAKE,188.10999999999999,0.0,,140,dist_only_brake
1760013219.754,BRAKE,188.10999999999999,0.0,,140,dist_only_brake
1760013219.935,BRAKE,189.24599999999998,0.0,,140,dist_only_brake
1760013220.116,BRAKE,191.5476,0.0,,140,dist_only_brake
1760013220.300,BRAKE,193.13855999999998,0.0,,140,dist_only_brake
1760013220.483,BRAKE,193.95313599999997,0.0,,140,dist_only_brake
1760013220.667,BRAKE,194.6218816,0.0,,140,dist_only_brake
1760013220.850,BRAKE,195.11312895999998,0.0,,140,dist_only_brake
1760013221.033,BRAKE,195.56787737599998,0.0,,140,dist_only_brake
1760013221.214,BRAKE,195.64072642559998,0.0,,140,dist_only_brake
1760013221.395,BRAKE,195.68443585535996,0.0,,140,dist_only_brake
1760013221.578,BRAKE,195.750661513216,0.0,,140,dist_only_brake
1760013221.760,BRAKE,195.750661513216,0.0,,140,dist_only_brake
1760013221.943,BRAKE,193.78189525790307,0.0,,140,dist_only_brake
1760013222.124,BRAKE,193.78189525790307,0.0,,140,dist_only_brake
1760013222.305,BRAKE,194.88913715474183,0.0,,140,dist_only_brake
1760013222.487,BRAKE,195.6134822928451,0.0,,140,dist_only_brake
1760013222.669,BRAKE,220.82808937570707,0.0,,140,dist_only_brake
1760013222.851,BRAKE,327.01685362542423,0.0,,140,dist_only_brake
1760013223.034,BRAKE,753.6701121752544,0.0,,140,tick
1760013223.215,BRAKE,1009.3020673051526,0.0,,140,tick
1760013223.396,SAFE,1154.7512403830915,0.0,,0,dist_only_release
1760013223.580,SAFE,1240.770744229855,0.0,,0,dist_only_safe
1760013223.763,SAFE,1292.222446537913,0.0,,0,dist_only_safe
1760013223.944,SAFE,1316.0234679227476,0.0,,0,dist_only_safe
1760013224.125,SAFE,1349.0740807536486,0.0,,0,dist_only_safe
1760013224.308,SAFE,1357.354448452189,0.0,,0,dist_only_safe
1760013224.491,SAFE,1362.1526690713133,0.0,,0,dist_only_safe
1760013224.673,SAFE,1364.871601442788,0.0,,0,dist_only_safe
1760013224.854,SAFE,1365.846184346269,0.0,,0,dist_only_safe
1760013225.037,SAFE,1365.9529608656728,0.0,,0,dist_only_safe
1760013225.217,SAFE,1368.3277106077614,0.0,,0,dist_only_safe
1760013225.398,SAFE,1368.7566263646568,0.0,,0,dist_only_safe
1760013225.579,SAFE,1369.473975818794,0.0,,0,dist_only_safe
1760013225.760,SAFE,1369.473975818794,0.0,,0,dist_only_safe
1760013225.942,SAFE,1364.5802525179063,0.0,,0,dist_only_safe
1760013226.125,SAFE,1364.5802525179063,0.0,,0,dist_only_safe
1760013226.306,SAFE,1371.1781515107436,0.0,,0,dist_only_safe
1760013226.487,SAFE,1371.1781515107436,0.0,,0,dist_only_safe
1760013226.667,SAFE,1316.3787563625785,0.0,,0,dist_only_safe
1760013226.849,SAFE,779.6915025450314,0.0,,0,dist_only_safe
1760013227.030,BRAKE,475.46660101801257,0.0,,140,dist_only_brake
1760013227.211,BRAKE,333.076640407205,0.0,,140,dist_only_brake
1760013227.391,BRAKE,257.400656162882,0.0,,140,dist_only_brake
1760013227.572,BRAKE,223.20026246515278,0.0,,140,dist_only_brake
1760013227.753,BRAKE,210.7651049860611,0.0,,140,dist_only_brake
1760013227.934,BRAKE,209.82604199442443,0.0,,140,dist_only_brake
1760013228.115,BRAKE,209.18041679776977,0.0,,140,dist_only_brake
1760013228.296,BRAKE,209.0421667191079,0.0,,140,dist_only_brake
1760013228.477,BRAKE,208.56686668764317,0.0,,140,dist_only_brake
1760013228.658,BRAKE,207.97174667505726,0.0,,140,dist_only_brake
1760013228.839,BRAKE,202.8286986700229,0.0,,140,dist_only_brake
1760013229.020,BRAKE,197.95147946800915,0.0,,140,dist_only_brake
1760013229.203,BRAKE,188.55835507232217,0.0,,140,dist_only_brake
1760013229.385,BRAKE,188.55835507232217,0.0,,140,dist_only_brake
1760013229.565,BRAKE,190.1150052173573,0.0,,140,dist_only_brake
