ts,state,d_min_mm,v_mps,ttc_s,target_deg,reason,corner_active,corner_score
1760016024.074,SAFE,333.0,0.0,0.0,0,stop_mode_safe,False,0.0
1760016024.252,WARN,131.0,0.0,0.0,100,stop_mode_warn,False,1.01625
1760016024.427,WARN,130.5,0.0,0.0,100,stop_mode_warn,False,1.0183333333333333
1760016024.607,WARN,131.0,0.0,0.0,100,stop_mode_warn,False,1.0129166666666667
1760016024.788,WARN,131.25,0.0,0.0,100,stop_mode_warn,False,1.1029166666666668
1760016024.975,WARN,130.75,0.0,0.0,100,stop_mode_warn,False,1.1045833333333333
1760016025.155,WARN,132.0,0.0,0.0,100,stop_mode_warn,False,1.10875
1760016025.336,WARN,133.75,0.0,0.0,100,stop_mode_warn,False,1.1104166666666666
1760016025.525,WARN,135.25,0.0,0.0,100,stop_mode_warn,False,2.0220833333333332
1760016025.706,WARN,140.0,0.0,0.0,100,stop_mode_warn,False,1.545
1760016025.884,WARN,157.0,0.0,0.0,100,stop_mode_warn,False,1.5125
1760016026.063,SAFE,423.0,0.0,0.0,0,stop_mode_safe,False,1.79875
1760016026.218,SAFE,1385.5,0.0,0.0,0,stop_mode_safe,False,1.9958333333333333
1760016026.384,SAFE,1329.5,0.0,0.0,0,stop_mode_safe,False,1.50875
1760016026.549,SAFE,1310.5,0.0,0.0,0,stop_mode_safe,False,1.5554166666666667
1760016026.708,SAFE,1309.5,0.0,0.0,0,stop_mode_safe,False,1.5966666666666667
1760016026.873,SAFE,1312.25,0.0,0.0,0,stop_mode_safe,False,1.5570833333333334
1760016027.035,SAFE,1312.25,0.0,0.0,0,stop_mode_safe,False,1.5358333333333334
1760016027.193,SAFE,1311.5,0.0,0.0,0,stop_mode_safe,False,1.5291666666666668
1760016027.356,SAFE,1310.25,0.0,0.0,0,stop_mode_safe,False,1.5408333333333335
1760016027.515,SAFE,1309.25,0.0,0.0,0,stop_mode_safe,False,1.5158333333333334
1760016027.675,SAFE,1307.5,0.0,0.0,0,stop_mode_safe,False,1.5304166666666665
1760016027.839,SAFE,1317.75,0.0,0.0,0,stop_mode_safe,False,1.49875
1760016027.997,SAFE,1313.75,0.0,0.0,0,stop_mode_safe,False,1.37875
1760016028.155,SAFE,1371.5,0.0,0.0,0,stop_mode_safe,False,1.2575
1760016028.316,SAFE,1672.5,0.0,0.0,0,stop_mode_safe,False,1.2266666666666666
1760016028.469,SAFE,1389.0,0.0,0.0,0,stop_mode_safe,False,1.2058333333333333
1760016028.623,SAFE,1339.5,0.0,0.0,0,stop_mode_safe,False,1.2075
1760016028.778,SAFE,1318.75,0.0,0.0,0,stop_mode_safe,False,1.2075
1760016028.934,SAFE,1312.0,0.0,0.0,0,stop_mode_safe,False,1.2066666666666666
1760016029.090,SAFE,1313.5,0.0,0.0,0,stop_mode_safe,False,1.2075
1760016029.243,SAFE,1316.75,0.0,0.0,0,stop_mode_safe,False,1.2033333333333334
1760016029.402,SAFE,1313.25,0.0,0.0,0,stop_mode_safe,False,1.2045833333333333
1760016029.557,SAFE,1347.0,0.0,0.0,0,stop_mode_safe,False,1.1633333333333333
1760016029.716,SAFE,1280.0,0.0,0.0,0,stop_mode_safe,False,1.1916666666666667
1760016029.882,SAFE,630.5,0.0,0.0,0,stop_mode_safe,False,1.9558333333333333
1760016030.058,SAFE,415.5,0.0,0.0,0,stop_mode_safe,False,1.3766666666666667
1760016030.238,SAFE,410.75,0.0,0.0,0,stop_mode_safe,False,1.3783333333333334
1760016030.405,SAFE,417.25,0.0,0.0,0,stop_mode_safe,False,1.37
1760016030.574,SAFE,415.75,0.0,0.0,0,stop_mode_safe,False,1.37
1760016030.745,SAFE,429.5,0.0,0.0,0,stop_mode_safe,False,1.3729166666666668
1760016030.921,SAFE,423.5,0.0,0.0,0,stop_mode_safe,False,1.36875
1760016031.090,SAFE,428.5,0.0,0.0,0,stop_mode_safe,False,1.3579166666666667
1760016031.261,SAFE,429.25,0.0,0.0,0,stop_mode_safe,False,1.3679166666666667
1760016031.435,SAFE,428.5,0.0,0.0,0,stop_mode_safe,False,1.3575
1760016031.606,SAFE,433.0,0.0,0.0,0,stop_mode_safe,False,1.3741666666666665
1760016031.775,SAFE,427.0,0.0,0.0,0,stop_mode_safe,False,1.38125
1760016031.948,SAFE,448.5,0.0,0.0,0,stop_mode_safe,False,1.36375
1760016032.121,SAFE,437.5,0.0,0.0,0,stop_mode_safe,False,1.3633333333333333
1760016032.292,SAFE,405.5,0.0,0.0,0,stop_mode_safe,False,1.3604166666666666
1760016032.461,SAFE,389.5,0.0,0.0,0,stop_mode_safe,False,2.29375
1760016032.632,SAFE,391.5,0.0,0.0,0,stop_mode_safe,False,1.7958333333333334
1760016032.800,SAFE,392.5,0.0,0.0,0,stop_mode_safe,False,1.79125
1760016032.973,SAFE,393.5,0.0,0.0,0,stop_mode_safe,False,1.7895833333333333
1760016033.139,SAFE,394.25,0.0,0.0,0,stop_mode_safe,False,1.7833333333333332
1760016033.305,SAFE,394.0,0.0,0.0,0,stop_mode_safe,False,1.7883333333333333
1760016033.471,SAFE,394.5,0.0,0.0,0,stop_mode_safe,False,1.7850000000000001
1760016033.640,SAFE,393.25,0.0,0.0,0,stop_mode_safe,False,1.8733333333333333
1760016033.804,SAFE,483.0,0.0,0.0,0,stop_mode_safe,False,2.145
1760016033.964,SAFE,1291.0,0.0,0.0,0,stop_mode_safe,False,1.6433333333333333
1760016034.122,SAFE,378.0,0.0,0.0,0,stop_mode_safe,False,1.5066666666666666
1760016034.291,WARN,279.5,0.0,0.0,100,stop_mode_warn,False,1.0033333333333334
1760016034.459,WARN,288.0,0.0,0.0,100,stop_mode_warn,False,1.0033333333333334
1760016034.641,WARN,281.5,0.0,0.0,100,stop_mode_warn,False,1.0008333333333332
1760016034.819,WARN,286.5,0.0,0.0,100,stop_mode_warn,False,1.00375
1760016034.992,WARN,297.0,0.0,0.0,100,stop_mode_warn,False,1.0008333333333332
1760016035.167,SAFE,303.5,0.0,0.0,0,stop_mode_safe,False,1.0004166666666667
1760016035.332,SAFE,302.75,0.0,0.0,0,stop_mode_safe,False,1.00375
1760016035.505,SAFE,303.5,0.0,0.0,0,stop_mode_safe,False,1.0004166666666667
1760016035.673,SAFE,307.5,0.0,0.0,0,stop_mode_safe,False,1.0004166666666667
1760016035.844,SAFE,306.75,0.0,0.0,0,stop_mode_safe,False,1.00125
1760016036.015,SAFE,310.5,0.0,0.0,0,stop_mode_safe,False,1.00125
1760016036.181,SAFE,312.25,0.0,0.0,0,stop_mode_safe,False,1.0020833333333334
1760016036.352,SAFE,306.5,0.0,0.0,0,stop_mode_safe,False,1.00125
1760016036.531,SAFE,308.5,0.0,0.0,0,stop_mode_safe,False,1.0008333333333332
1760016036.699,SAFE,309.75,0.0,0.0,0,stop_mode_safe,False,1.0020833333333334
1760016036.865,SAFE,307.75,0.0,0.0,0,stop_mode_safe,False,1.0004166666666667
1760016037.036,SAFE,307.0,0.0,0.0,0,stop_mode_safe,False,1.0045833333333334
1760016037.209,SAFE,308.0,0.0,0.0,0,stop_mode_safe,False,1.00125
1760016037.370,SAFE,316.5,0.0,0.0,0,stop_mode_safe,False,1.8708333333333333
1760016037.543,SAFE,1142.0,0.0,0.0,0,stop_mode_safe,False,1.5054166666666666
1760016037.702,SAFE,1151.5,0.0,0.0,0,stop_mode_safe,False,1.005
1760016037.870,SAFE,1126.0,0.0,0.0,0,stop_mode_safe,False,1.0033333333333334
1760016038.028,SAFE,1122.75,0.0,0.0,0,stop_mode_safe,False,1.0004166666666667
1760016038.192,SAFE,1121.5,0.0,0.0,0,stop_mode_safe,False,1.0016666666666667
1760016038.353,SAFE,1124.5,0.0,0.0,0,stop_mode_safe,False,1.0016666666666667
1760016038.511,SAFE,1122.0,0.0,0.0,0,stop_mode_safe,False,1.0
1760016038.677,SAFE,1122.75,0.0,0.0,0,stop_mode_safe,False,1.0058333333333334
1760016038.840,SAFE,1133.5,0.0,0.0,0,stop_mode_safe,False,1.00125
1760016038.993,SAFE,389.5,0.0,0.0,0,stop_mode_safe,True,3.921666666666667
1760016039.148,SAFE,369.0,0.0,0.0,0,stop_mode_safe,True,3.1504166666666666
1760016039.302,SAFE,371.5,0.0,0.0,0,stop_mode_safe,True,2.6708333333333334
1760016039.457,SAFE,373.25,0.0,0.0,0,stop_mode_safe,True,3.90125
1760016039.611,SAFE,370.75,0.0,0.0,0,stop_mode_safe,True,3.4029166666666666
1760016039.766,SAFE,369.0,0.0,0.0,0,stop_mode_safe,True,3.4079166666666665
1760016039.920,SAFE,369.5,0.0,0.0,0,stop_mode_safe,True,3.4008333333333334
1760016040.075,SAFE,365.0,0.0,0.0,0,stop_mode_safe,True,3.4025
1760016040.231,SAFE,377.25,0.0,0.0,0,stop_mode_safe,True,3.4004166666666666
1760016040.382,SAFE,376.25,0.0,0.0,0,stop_mode_safe,True,3.4025
1760016040.538,SAFE,801.0,0.0,0.0,0,stop_mode_safe,True,3.4029166666666666
1760016040.696,SAFE,919.5,0.0,0.0,0,stop_mode_safe,True,3.4050000000000002
1760016040.854,SAFE,692.5,0.0,0.0,0,stop_mode_safe,True,3.7416666666666667
1760016041.013,SAFE,680.0,0.0,0.0,0,stop_mode_safe,True,3.17625
1760016041.174,SAFE,684.0,0.0,0.0,0,stop_mode_safe,True,3.154166666666667
1760016041.332,SAFE,702.0,0.0,0.0,0,stop_mode_safe,True,3.2895833333333333
1760016041.485,SAFE,722.5,0.0,0.0,0,stop_mode_safe,True,3.3429166666666665
1760016041.649,SAFE,745.5,0.0,0.0,0,stop_mode_safe,True,3.3445833333333335
1760016041.802,SAFE,817.5,0.0,0.0,0,stop_mode_safe,True,3.669583333333333
1760016041.965,SAFE,1163.0,0.0,0.0,0,stop_mode_safe,True,2.2466666666666666
1760016042.126,SAFE,1746.5,0.0,0.0,0,stop_mode_safe,False,1.8391666666666666
1760016042.282,SAFE,1384.5,0.0,0.0,0,stop_mode_safe,False,1.3483333333333334
1760016042.438,SAFE,1381.0,0.0,0.0,0,stop_mode_safe,False,1.34
1760016042.596,SAFE,1379.75,0.0,0.0,0,stop_mode_safe,False,1.3325
1760016042.752,SAFE,1378.0,0.0,0.0,0,stop_mode_safe,False,1.33875
1760016042.910,SAFE,1377.75,0.0,0.0,0,stop_mode_safe,False,1.3375
1760016043.069,SAFE,1376.5,0.0,0.0,0,stop_mode_safe,False,1.3341666666666667
1760016043.224,SAFE,1377.0,0.0,0.0,0,stop_mode_safe,False,1.3325
1760016043.378,SAFE,1376.75,0.0,0.0,0,stop_mode_safe,False,1.3345833333333332
1760016043.533,SAFE,1377.5,0.0,0.0,0,stop_mode_safe,False,1.3333333333333333
1760016043.689,SAFE,1377.75,0.0,0.0,0,stop_mode_safe,False,1.33125
1760016043.842,SAFE,1378.5,0.0,0.0,0,stop_mode_safe,False,1.3333333333333333
1760016044.001,SAFE,1378.0,0.0,0.0,0,stop_mode_safe,False,1.3341666666666667
1760016044.154,SAFE,1378.5,0.0,0.0,0,stop_mode_safe,False,1.3375
1760016044.315,SAFE,1386.0,0.0,0.0,0,stop_mode_safe,False,1.3458333333333332
1760016044.478,SAFE,986.0,0.0,0.0,0,stop_mode_safe,False,1.4775
