ts,state,d_min_mm,v_mps,ttc_s
1760273096.829,SAFE,,0.0,
1760273097.001,SAFE,3444.75,0.0,0.0
1760273097.179,SAFE,3452.625,0.0,0.0
1760273097.362,SAFE,3451.5,0.0,0.0
1760273097.541,SAFE,3451.5,0.0,0.0
1760273097.714,SAFE,3451.5,0.0,0.0
1760273097.884,SAFE,3451.75,0.0,0.0
1760273098.055,SAFE,3451.75,0.0,0.0
1760273098.218,SAFE,3442.25,0.0,0.0
1760273098.391,SAFE,3429.5,0.0,0.0
1760273098.552,SAFE,3429.0,0.0,0.0
1760273098.725,SAFE,3424.5,0.0,0.0
1760273098.896,SAFE,3424.5,0.0,0.0
1760273099.062,SAFE,3432.5,0.0,0.0
1760273099.235,SAFE,3433.0,0.0,0.0
1760273099.405,SAFE,3441.75,0.0,0.0
1760273099.574,SAFE,3441.75,0.0,0.0
1760273099.744,SAFE,3439.0,0.0,0.0
1760273099.915,SAFE,3439.0,0.0,0.0
1760273100.085,SAFE,3439.0,0.0,0.0
1760273100.259,SAFE,3445.25,0.0,0.0
1760273100.434,SAFE,3437.5,0.0,0.0
1760273100.608,SAFE,3437.5,0.0,0.0
1760273100.773,SAFE,1950.5,0.0,0.0
1760273100.944,SAFE,1941.5,0.0,0.0
1760273101.114,SAFE,1941.5,0.0,0.0
1760273101.285,SAFE,2225.0,0.0,0.0
1760273101.461,SAFE,2225.0,0.0,0.0
1760273101.632,SAFE,1851.0,0.0,0.0
1760273101.802,SAFE,1437.0,0.0,0.0
1760273101.971,SAFE,1426.0,0.0,0.0
1760273102.141,SAFE,1437.0,0.0,0.0
1760273102.312,SAFE,1423.5,0.0,0.0
1760273102.498,CORNER,1453.5,0.0,0.0
1760273102.664,CORNER,1484.0,0.0,0.0
1760273102.841,CORNER,1623.5,0.82,1.98
1760273103.022,CORNER,1699.5,0.82,2.07
1760273103.198,CORNER,1843.5,0.82,2.25
1760273103.368,CORNER,2019.5,0.82,2.46
1760273103.550,SAFE,2327.5,0.82,2.84
1760273103.720,SAFE,2712.5,0.41,6.0
1760273103.893,SAFE,3098.5,0.41,6.0
1760273104.066,SAFE,4509.5,0.41,6.0
1760273104.239,SAFE,5610.5,0.41,6.0
1760273104.415,SAFE,5610.5,0.41,6.0
1760273104.586,SAFE,2871.5,0.41,6.0
1760273104.764,SAFE,2428.5,0.0,0.0
1760273104.937,SAFE,2428.5,0.0,0.0
1760273105.125,SAFE,3777.5,0.0,0.0
1760273105.314,SAFE,3777.5,0.0,0.0
1760273105.494,SAFE,3595.5,0.0,0.0
1760273105.673,SAFE,3520.0,0.0,0.0
1760273105.853,SAFE,3520.0,0.82,4.29
1760273106.029,SAFE,3285.5,0.82,4.01
