ts,state,d_min_mm,v_mps,ttc_s
1760270562.633,SAFE,,0.0,
1760270562.802,SAFE,2854.5,0.0,0.0
1760270562.983,SAFE,2860.0,0.0,0.0
1760270563.161,SAFE,2864.0,0.0,0.0
1760270563.339,SAFE,2864.0,0.0,0.0
1760270563.515,SAFE,2864.0,0.0,0.0
1760270563.690,SAFE,2858.75,0.0,0.0
1760270563.864,SAFE,2865.5,0.0,0.0
1760270564.034,SAFE,2858.75,0.0,0.0
1760270564.210,SAFE,2855.25,0.0,0.0
1760270564.383,SAFE,2855.25,0.0,0.0
1760270564.556,SAFE,2855.25,0.0,0.0
1760270564.727,SAFE,2856.5,0.0,0.0
1760270564.898,SAFE,2865.25,0.0,0.0
1760270565.068,SAFE,2866.25,0.0,0.0
1760270565.241,SAFE,2866.25,0.0,0.0
1760270565.409,SAFE,2865.0,0.0,0.0
1760270565.583,SAFE,2865.0,0.0,0.0
1760270565.759,SAFE,2864.5,0.0,0.0
1760270565.932,SAFE,2864.5,0.0,0.0
1760270566.103,SAFE,2864.5,0.0,0.0
1760270566.276,SAFE,2864.0,0.0,0.0
1760270566.444,SAFE,2864.0,0.0,0.0
1760270566.610,SAFE,2864.0,0.0,0.0
1760270566.783,SAFE,2864.5,0.0,0.0
1760270566.954,SAFE,2865.25,0.0,0.0
1760270567.119,SAFE,2865.25,0.0,0.0
1760270567.292,SAFE,2866.75,0.0,0.0
1760270567.461,SAFE,2865.25,0.0,0.0
1760270567.627,SAFE,2866.25,0.0,0.0
1760270567.804,SAFE,2863.0,0.0,0.0
1760270567.975,SAFE,2866.25,0.0,0.0
1760270568.146,SAFE,2866.75,0.0,0.0
1760270568.316,SAFE,2866.75,0.0,0.0
1760270568.490,SAFE,2866.75,0.0,0.0
1760270568.663,SAFE,2866.75,0.0,0.0
1760270568.833,SAFE,2867.0,0.0,0.0
1760270569.004,SAFE,2865.5,0.0,0.0
1760270569.175,SAFE,2865.5,0.0,0.0
1760270569.348,SAFE,2864.5,0.0,0.0
1760270569.521,SAFE,2864.5,0.0,0.0
1760270569.699,SAFE,2864.75,0.0,0.0
1760270569.877,SAFE,2865.75,0.0,0.0
1760270570.055,SAFE,2865.75,0.0,0.0
1760270570.231,SAFE,2864.75,0.0,0.0
1760270570.407,SAFE,2864.75,0.0,0.0
1760270570.585,SAFE,2863.25,0.0,0.0
1760270570.756,SAFE,2862.0,0.0,0.0
1760270570.931,SAFE,2861.75,0.0,0.0
1760270571.102,SAFE,2861.75,0.0,0.0
1760270571.278,SAFE,2863.25,0.0,0.0
1760270571.448,SAFE,2863.25,0.0,0.0
1760270571.621,SAFE,2862.5,0.0,0.0
1760270571.795,SAFE,2861.75,0.0,0.0
1760270571.971,SAFE,2861.25,0.0,0.0
1760270572.146,SAFE,2861.25,0.0,0.0
1760270572.319,SAFE,2862.0,0.0,0.0
1760270572.493,SAFE,2864.25,0.2,6.0
1760270572.671,SAFE,2862.0,0.2,6.0
1760270572.844,SAFE,2859.5,0.2,6.0
1760270573.020,SAFE,2859.5,0.2,6.0
1760270573.198,SAFE,2859.5,0.2,6.0
1760270573.371,SAFE,2860.0,0.2,6.0
1760270573.547,SAFE,2858.75,0.0,0.0
1760270573.720,SAFE,2860.25,0.0,0.0
1760270573.896,SAFE,2863.25,0.0,0.0
1760270574.074,SAFE,2863.5,0.0,0.0
1760270574.252,SAFE,2872.25,0.0,0.0
1760270574.430,SAFE,2872.25,0.61,4.71
1760270574.603,SAFE,2869.5,0.61,4.7
1760270574.784,SAFE,2869.5,0.61,4.7
1760270574.962,SAFE,2869.5,0.61,4.7
1760270575.140,SAFE,2865.75,0.61,4.7
1760270575.321,SAFE,2865.75,0.61,4.7
1760270575.499,SAFE,2873.0,1.02,2.82
1760270575.675,SAFE,2876.0,1.02,2.82
1760270575.851,SAFE,2877.5,1.02,2.82
1760270576.029,SAFE,2880.0,1.02,2.82
1760270576.204,SAFE,2882.0,1.02,2.83
1760270576.385,SAFE,2882.5,1.02,2.83
1760270576.561,SAFE,2887.5,1.02,2.83
1760270576.739,SAFE,2892.0,1.02,2.84
1760270576.917,SAFE,2892.0,1.02,2.84
1760270577.090,SAFE,2893.5,1.02,2.84
1760270577.266,SAFE,2894.0,1.02,2.84
1760270577.442,SAFE,2894.0,1.02,2.84
1760270577.617,SAFE,2892.75,1.02,2.84
1760270577.793,SAFE,2892.75,1.02,2.84
1760270577.966,SAFE,2892.75,1.02,2.84
1760270578.142,SAFE,2893.25,1.02,2.84
1760270578.318,SAFE,2893.25,1.02,2.84
1760270578.491,SAFE,2893.5,1.02,2.84
1760270578.664,SAFE,2893.5,1.02,2.84
1760270578.842,SAFE,2893.5,1.02,2.84
1760270579.013,SAFE,2893.0,1.02,2.84
1760270579.189,SAFE,2893.5,1.02,2.84
1760270579.364,SAFE,2893.0,1.02,2.84
1760270579.540,SAFE,2893.75,1.02,2.84
1760270579.711,SAFE,2893.25,1.02,2.84
1760270579.884,SAFE,2893.75,1.02,2.84
1760270580.059,SAFE,2893.25,1.02,2.84
1760270580.232,SAFE,2893.75,1.02,2.84
1760270580.406,SAFE,2893.75,1.02,2.84
1760270580.581,SAFE,2894.5,1.02,2.84
1760270580.757,SAFE,2894.5,1.02,2.84
1760270580.933,SAFE,2895.25,1.02,2.84
1760270581.106,SAFE,2894.75,1.02,2.84
1760270581.282,SAFE,2895.25,1.02,2.84
1760270581.452,SAFE,2894.75,0.82,3.53
1760270581.628,SAFE,2895.5,0.82,3.53
1760270581.801,SAFE,2895.5,0.82,3.53
1760270581.979,SAFE,2895.5,0.82,3.53
1760270582.158,SAFE,2895.5,0.82,3.53
1760270582.333,SAFE,2895.0,0.82,3.53
1760270582.506,SAFE,2895.0,1.02,2.84
1760270582.684,SAFE,2896.0,1.02,2.84
1760270582.867,SAFE,2896.0,1.02,2.84
1760270583.043,SAFE,2896.75,1.02,2.84
1760270583.224,SAFE,2896.75,1.02,2.84
1760270583.400,SAFE,2898.25,1.02,2.84
1760270583.578,SAFE,2898.25,1.02,2.84
1760270583.759,SAFE,2898.25,1.02,2.84
1760270583.939,SAFE,2898.5,1.02,2.84
1760270584.118,SAFE,2898.0,1.02,2.84
1760270584.291,SAFE,2898.0,1.02,2.84
1760270584.469,SAFE,2897.5,0.61,4.75
1760270584.645,SAFE,2897.25,0.61,4.75
1760270584.820,SAFE,2897.0,0.61,4.75
1760270584.991,SAFE,2897.0,0.61,4.75
1760270585.164,SAFE,2897.5,0.61,4.75
1760270585.337,SAFE,2897.5,0.61,4.75
1760270585.513,SAFE,2897.5,0.0,0.0
1760270585.684,SAFE,2896.25,0.0,0.0
