ts,state,d_min_mm,v_mps,ttc_s,target_deg,reason,corner_active,corner_score
1760176433.726,SAFE,1756.0,0.0,0.0,0,stop_mode_always_safe,False,0.0
1760176433.890,SAFE,474.0,0.0,0.0,0,stop_mode_always_safe,True,3.390833333333333
1760176434.063,SAFE,470.5,0.0,0.0,0,stop_mode_always_safe,True,2.8899999999999997
1760176434.239,SAFE,472.5,0.0,0.0,0,stop_mode_always_safe,True,2.8925
1760176434.412,SAFE,475.0,0.0,0.0,0,stop_mode_always_safe,True,2.88875
1760176434.585,SAFE,473.25,0.0,0.0,0,stop_mode_always_safe,True,2.842083333333333
1760176434.752,SAFE,476.0,0.0,0.0,0,stop_mode_always_safe,True,2.8804166666666666
1760176434.920,SAFE,481.5,0.0,0.0,0,stop_mode_always_safe,True,2.8912500000000003
1760176435.088,SAFE,490.5,0.0,0.0,0,stop_mode_always_safe,True,2.85625
1760176435.256,SAFE,504.0,0.0,0.0,0,stop_mode_always_safe,True,2.885
1760176435.417,SAFE,518.0,0.0,0.0,0,stop_mode_always_safe,True,2.89375
1760176435.587,SAFE,531.0,0.0,0.0,0,stop_mode_always_safe,True,2.894166666666667
1760176435.748,SAFE,543.5,0.0,0.0,0,stop_mode_always_safe,True,2.8449999999999998
1760176435.911,SAFE,554.0,0.0,0.0,0,stop_mode_always_safe,True,2.887083333333333
1760176436.074,SAFE,558.5,0.0,0.0,0,stop_mode_always_safe,True,2.89375
1760176436.238,SAFE,563.0,0.0,0.0,0,stop_mode_always_safe,True,2.8899999999999997
1760176436.406,SAFE,572.5,0.0,0.0,0,stop_mode_always_safe,True,2.8491666666666666
1760176436.569,SAFE,555.0,0.0,0.0,0,stop_mode_always_safe,True,2.859166666666667
1760176436.735,SAFE,561.5,0.0,0.0,0,stop_mode_always_safe,True,2.88875
1760176436.905,SAFE,551.25,0.0,0.0,0,stop_mode_always_safe,True,2.8433333333333333
1760176437.068,SAFE,575.5,0.0,0.0,0,stop_mode_always_safe,True,2.88375
1760176437.227,SAFE,564.25,0.0,0.0,0,stop_mode_always_safe,True,2.8866666666666667
1760176437.397,SAFE,574.0,0.0,0.0,0,stop_mode_always_safe,True,2.8825000000000003
1760176437.561,SAFE,553.75,0.0,0.0,0,stop_mode_always_safe,True,2.855833333333333
1760176437.721,SAFE,566.75,0.0,0.0,0,stop_mode_always_safe,True,2.890416666666667
1760176437.892,SAFE,566.25,0.0,0.0,0,stop_mode_always_safe,True,2.8912500000000003
1760176438.060,SAFE,567.5,0.0,0.0,0,stop_mode_always_safe,True,2.8925
1760176438.223,SAFE,567.75,0.0,0.0,0,stop_mode_always_safe,True,2.8925
1760176438.391,SAFE,567.0,0.0,0.0,0,stop_mode_always_safe,True,2.8554166666666667
1760176438.556,SAFE,566.25,0.0,0.0,0,stop_mode_always_safe,True,2.8449999999999998
1760176438.719,SAFE,563.25,0.0,0.0,0,stop_mode_always_safe,True,2.885
1760176438.883,SAFE,564.25,0.0,0.0,0,stop_mode_always_safe,True,2.89375
1760176439.047,SAFE,568.0,0.0,0.0,0,stop_mode_always_safe,True,2.8891666666666667
1760176439.212,SAFE,559.0,0.0,0.0,0,stop_mode_always_safe,True,2.8529166666666668
1760176439.378,SAFE,566.25,0.0,0.0,0,stop_mode_always_safe,True,2.854166666666667
1760176439.539,SAFE,563.5,0.0,0.0,0,stop_mode_always_safe,True,2.89375
1760176439.705,SAFE,562.0,0.0,0.0,0,stop_mode_always_safe,True,2.8945833333333333
1760176439.865,SAFE,563.75,0.0,0.0,0,stop_mode_always_safe,True,2.8512500000000003
1760176440.029,SAFE,559.5,0.0,0.0,0,stop_mode_always_safe,True,2.895833333333333
1760176440.199,SAFE,562.5,0.0,0.0,0,stop_mode_always_safe,True,2.8920833333333333
1760176440.365,SAFE,559.0,0.0,0.0,0,stop_mode_always_safe,True,2.8429166666666665
1760176440.526,SAFE,562.75,0.0,0.0,0,stop_mode_always_safe,True,2.89375
1760176440.693,SAFE,563.75,0.0,0.0,0,stop_mode_always_safe,True,2.8829166666666666
1760176440.857,SAFE,560.5,0.0,0.0,0,stop_mode_always_safe,True,2.8362499999999997
1760176441.020,SAFE,559.75,0.0,0.0,0,stop_mode_always_safe,True,2.885
1760176441.188,SAFE,566.25,0.0,0.0,0,stop_mode_always_safe,True,2.8529166666666668
1760176441.351,SAFE,568.75,0.0,0.0,0,stop_mode_always_safe,True,2.89625
1760176441.511,SAFE,583.0,0.0,0.0,0,stop_mode_always_safe,True,2.890833333333333
1760176441.682,SAFE,601.5,0.0,0.0,0,stop_mode_always_safe,True,2.8945833333333333
1760176441.845,SAFE,623.5,0.0,0.0,0,stop_mode_always_safe,True,2.8433333333333333
1760176442.011,SAFE,657.5,0.0,0.0,0,stop_mode_always_safe,True,2.8933333333333335
1760176442.177,SAFE,676.5,0.0,0.0,0,stop_mode_always_safe,True,2.887083333333333
1760176442.340,SAFE,687.5,0.0,0.0,0,stop_mode_always_safe,True,2.8883333333333336
1760176442.508,SAFE,512.0,0.0,0.0,0,stop_mode_always_safe,True,2.8912500000000003
1760176442.674,SAFE,708.25,0.0,0.0,0,stop_mode_always_safe,True,2.89375
1760176442.839,SAFE,710.5,0.0,0.0,0,stop_mode_always_safe,True,2.88375
1760176443.002,SAFE,699.0,0.0,0.0,0,stop_mode_always_safe,True,2.8891666666666667
1760176443.170,SAFE,682.0,0.0,0.0,0,stop_mode_always_safe,True,2.8545833333333333
1760176443.334,SAFE,620.5,0.0,0.0,0,stop_mode_always_safe,True,2.89375
1760176443.497,SAFE,613.0,0.0,0.0,0,stop_mode_always_safe,True,2.88875
1760176443.662,SAFE,604.0,0.0,0.0,0,stop_mode_always_safe,True,2.845416666666667
1760176443.822,SAFE,597.5,0.0,0.0,0,stop_mode_always_safe,True,2.8529166666666668
1760176443.998,SAFE,590.5,0.0,0.0,0,stop_mode_always_safe,True,2.8916666666666666
1760176444.161,SAFE,599.0,0.0,0.0,0,stop_mode_always_safe,True,2.8475
1760176444.326,SAFE,589.0,0.0,0.0,0,stop_mode_always_safe,True,2.8879166666666665
1760176444.492,SAFE,589.5,0.0,0.0,0,stop_mode_always_safe,True,2.8529166666666668
1760176444.660,SAFE,593.75,0.0,0.0,0,stop_mode_always_safe,True,2.8449999999999998
1760176444.821,SAFE,593.25,0.0,0.0,0,stop_mode_always_safe,True,2.8912500000000003
1760176444.989,SAFE,593.0,0.0,0.0,0,stop_mode_always_safe,True,2.850833333333333
1760176445.155,SAFE,594.75,0.0,0.0,0,stop_mode_always_safe,True,2.8933333333333335
1760176445.321,SAFE,595.75,0.0,0.0,0,stop_mode_always_safe,True,2.8933333333333335
1760176445.489,SAFE,595.75,0.0,0.0,0,stop_mode_always_safe,True,2.8933333333333335
1760176445.652,SAFE,612.5,0.0,0.0,0,stop_mode_always_safe,True,2.8529166666666668
1760176445.818,SAFE,600.25,0.0,0.0,0,stop_mode_always_safe,True,2.890833333333333
1760176445.984,SAFE,600.5,0.0,0.0,0,stop_mode_always_safe,True,2.890833333333333
1760176446.147,SAFE,596.5,0.0,0.0,0,stop_mode_always_safe,True,2.8516666666666666
1760176446.308,SAFE,592.25,0.0,0.0,0,stop_mode_always_safe,True,2.8895833333333334
1760176446.473,SAFE,586.25,0.0,0.0,0,stop_mode_always_safe,True,2.8875
1760176446.636,SAFE,584.0,0.0,0.0,0,stop_mode_always_safe,True,2.895
1760176446.799,SAFE,581.75,0.0,0.0,0,stop_mode_always_safe,True,2.8899999999999997
1760176446.963,SAFE,581.5,0.0,0.0,0,stop_mode_always_safe,True,2.8516666666666666
1760176447.123,SAFE,577.0,0.0,0.0,0,stop_mode_always_safe,True,2.890416666666667
1760176447.294,SAFE,569.75,0.0,0.0,0,stop_mode_always_safe,True,2.854166666666667
1760176447.455,SAFE,572.5,0.0,0.0,0,stop_mode_always_safe,True,2.8920833333333333
1760176447.618,SAFE,571.0,0.0,0.0,0,stop_mode_always_safe,True,2.8512500000000003
1760176447.788,SAFE,632.5,0.0,0.0,0,stop_mode_always_safe,True,2.850833333333333
1760176447.946,SAFE,617.5,0.0,0.0,0,stop_mode_always_safe,True,2.845416666666667
1760176448.107,SAFE,595.5,0.0,0.0,0,stop_mode_always_safe,True,2.8925
1760176448.265,SAFE,572.5,0.0,0.0,0,stop_mode_always_safe,True,2.8433333333333333
1760176448.426,SAFE,552.5,0.0,0.0,0,stop_mode_always_safe,True,2.894166666666667
1760176448.586,SAFE,536.0,0.0,0.0,0,stop_mode_always_safe,True,2.89625
1760176448.744,SAFE,519.0,0.0,0.0,0,stop_mode_always_safe,True,2.84125
1760176448.903,SAFE,502.5,0.0,0.0,0,stop_mode_always_safe,True,2.8529166666666668
1760176449.063,SAFE,488.25,0.0,0.0,0,stop_mode_always_safe,True,2.894166666666667
1760176449.221,SAFE,482.0,0.0,0.0,0,stop_mode_always_safe,True,2.8929166666666664
1760176449.387,SAFE,478.0,0.0,0.0,0,stop_mode_always_safe,True,2.8916666666666666
1760176449.545,SAFE,471.5,0.0,0.0,0,stop_mode_always_safe,True,2.8516666666666666
1760176449.703,SAFE,465.0,0.0,0.0,0,stop_mode_always_safe,True,2.8933333333333335
1760176449.866,SAFE,456.5,0.0,0.0,0,stop_mode_always_safe,True,2.8945833333333333
1760176450.027,SAFE,450.5,0.0,0.0,0,stop_mode_always_safe,True,2.85
1760176450.192,SAFE,442.5,0.0,0.0,0,stop_mode_always_safe,True,2.894166666666667
1760176450.353,SAFE,434.0,0.0,0.0,0,stop_mode_always_safe,True,2.895
1760176450.516,SAFE,425.5,0.0,0.0,0,stop_mode_always_safe,True,2.894166666666667
1760176450.682,SAFE,420.5,0.0,0.0,0,stop_mode_always_safe,True,2.8954166666666667
1760176450.845,SAFE,416.5,0.0,0.0,0,stop_mode_always_safe,True,2.89375
1760176451.008,SAFE,414.5,0.0,0.0,0,stop_mode_always_safe,True,2.8791666666666664
1760176451.174,SAFE,409.25,0.0,0.0,0,stop_mode_always_safe,False,1.9870833333333333
1760176451.337,SAFE,404.0,0.0,0.0,0,stop_mode_always_safe,False,1.8183333333333334
1760176451.500,SAFE,396.0,0.0,0.0,0,stop_mode_always_safe,False,1.255
1760176451.666,SAFE,397.0,0.0,0.0,0,stop_mode_always_safe,False,1.58375
1760176451.829,SAFE,400.5,0.0,0.0,0,stop_mode_always_safe,False,1.0058333333333334
1760176451.992,SAFE,407.75,0.0,0.0,0,stop_mode_always_safe,False,1.03125
1760176452.158,SAFE,412.0,0.0,0.0,0,stop_mode_always_safe,False,1.0766666666666667
1760176452.321,SAFE,418.25,0.0,0.0,0,stop_mode_always_safe,False,1.0341666666666667
1760176452.487,SAFE,424.0,0.0,0.0,0,stop_mode_always_safe,False,1.0783333333333334
1760176452.650,SAFE,443.5,0.0,0.0,0,stop_mode_always_safe,False,1.08875
1760176452.808,SAFE,455.0,0.0,0.0,0,stop_mode_always_safe,False,1.1041666666666667
