ts,state,d_min_mm,v_mps,ttc_s
1760205351.654,SAFE,,0.5,
1760205351.843,SAFE,3816.5,0.5,6.0
1760205352.031,SAFE,3817.875,0.5,6.0
1760205352.216,SAFE,3816.5,0.5,6.0
1760205352.400,SAFE,3816.5,0.5,6.0
1760205352.583,SAFE,3816.5,0.5,6.0
1760205352.761,SAFE,3816.5,0.5,6.0
1760205352.944,SAFE,3817.75,0.5,6.0
1760205353.122,SAFE,3817.75,0.5,6.0
1760205353.298,SAFE,3817.75,0.5,6.0
1760205353.479,SAFE,3816.75,0.5,6.0
1760205353.659,SAFE,3816.75,0.5,6.0
1760205353.833,SAFE,3816.0,0.5,6.0
1760205354.006,SAFE,3816.0,0.5,6.0
1760205354.189,SAFE,3816.0,0.5,6.0
1760205354.372,SAFE,3816.75,0.5,6.0
1760205354.543,SAFE,3816.75,0.5,6.0
1760205354.721,SAFE,3816.75,0.5,6.0
1760205354.897,SAFE,3817.75,0.5,6.0
1760205355.080,SAFE,3817.25,0.5,6.0
1760205355.260,SAFE,3817.25,0.5,6.0
1760205355.436,SAFE,3817.25,0.5,6.0
1760205355.617,SAFE,3817.0,0.5,6.0
1760205355.790,SAFE,3817.25,0.5,6.0
1760205355.971,SAFE,3817.0,0.5,6.0
1760205356.154,SAFE,3816.75,0.5,6.0
1760205356.330,SAFE,3816.75,0.5,6.0
1760205356.510,SAFE,3816.75,0.5,6.0
1760205356.686,SAFE,3817.25,0.5,6.0
1760205356.869,SAFE,3817.25,0.5,6.0
1760205357.040,SAFE,3817.25,0.5,6.0
1760205357.218,SAFE,3816.75,0.5,6.0
1760205357.392,SAFE,3816.5,0.5,6.0
1760205357.575,SAFE,3816.5,0.5,6.0
1760205357.753,SAFE,3817.5,0.5,6.0
1760205357.926,SAFE,3817.5,0.5,6.0
1760205358.107,SAFE,3818.0,0.5,6.0
1760205358.282,SAFE,3817.25,0.5,6.0
1760205358.465,SAFE,3817.25,0.5,6.0
1760205358.641,SAFE,3817.0,0.5,6.0
1760205358.824,SAFE,3816.75,0.5,6.0
1760205359.000,SAFE,3816.75,0.5,6.0
1760205359.178,SAFE,3816.25,0.5,6.0
1760205359.362,SAFE,3816.25,0.5,6.0
1760205359.537,SAFE,3816.25,0.5,6.0
1760205359.715,SAFE,3816.5,0.5,6.0
1760205359.891,SAFE,3817.0,0.5,6.0
1760205360.075,SAFE,3817.25,0.5,6.0
1760205360.255,SAFE,3817.5,0.5,6.0
1760205360.431,SAFE,3817.5,0.5,6.0
1760205360.609,SAFE,3817.0,0.5,6.0
