ts,state,d_min_mm,v_mps,ttc_s
1760263644.329,SAFE,,0.0,
1760263644.511,SAFE,3165.25,0.0,0.0
1760263644.697,SAFE,3165.375,0.0,0.0
1760263644.883,SAFE,3165.5,0.0,0.0
1760263645.066,SAFE,3165.5,0.0,0.0
1760263645.242,SAFE,3168.25,0.0,0.0
1760263645.421,SAFE,3168.25,0.0,0.0
1760263645.594,SAFE,3168.25,0.0,0.0
1760263645.764,SAFE,3168.25,0.0,0.0
1760263645.937,SAFE,3168.75,0.0,0.0
1760263646.105,SAFE,3166.75,0.0,0.0
1760263646.279,SAFE,3169.75,0.0,0.0
1760263646.454,SAFE,3169.75,0.0,0.0
1760263646.620,SAFE,3169.75,0.0,0.0
1760263646.796,SAFE,3167.75,0.0,0.0
1760263646.971,SAFE,3167.25,0.0,0.0
1760263647.147,SAFE,3167.25,0.0,0.0
1760263647.310,SAFE,3167.25,0.0,0.0
1760263647.483,SAFE,3167.25,0.0,0.0
1760263647.659,SAFE,3167.5,0.0,0.0
1760263647.837,SAFE,3167.5,0.0,0.0
1760263648.018,SAFE,3167.5,0.0,0.0
1760263648.196,SAFE,3167.5,0.0,0.0
1760263648.372,SAFE,3152.0,0.0,0.0
1760263648.552,SAFE,3122.5,0.0,0.0
1760263648.733,SAFE,3122.5,0.0,0.0
1760263648.906,SAFE,3126.5,0.0,0.0
1760263649.082,SAFE,3169.5,0.0,0.0
1760263649.255,SAFE,3241.0,0.0,0.0
1760263649.423,SAFE,3304.5,0.0,0.0
1760263649.594,SAFE,3387.5,0.0,0.0
1760263649.762,SAFE,3450.0,0.06,6.0
1760263649.933,SAFE,3450.0,0.13,6.0
1760263650.106,SAFE,3560.5,0.17,6.0
1760263650.277,SAFE,3752.5,0.18,6.0
1760263650.447,SAFE,3752.5,0.19,6.0
1760263650.613,SAFE,1251.5,0.2,6.0
1760263650.791,BRAKE,1251.5,2.11,0.59
1760263650.959,BRAKE,1295.0,2.65,0.49
1760263651.130,BRAKE,1709.0,3.31,0.52
1760263651.303,BRAKE,1709.0,3.63,0.47
1760263651.471,BRAKE,336.0,3.78,0.09
1760263651.639,BRAKE,336.0,3.83,0.09
1760263651.815,BRAKE,336.0,3.88,0.09
1760263651.993,BRAKE,256.0,3.91,0.07
1760263652.169,BRAKE,256.0,3.92,0.07
