ts,state,d_min_mm,ttc_s,target_deg,reason
1760008729.614,SAFE,1390.7757323157016,2.78,0,tick
1760008729.794,SAFE,1396.565439389421,2.79,0,tick
1760008729.975,SAFE,1402.6292636336525,2.81,0,tick
1760008730.156,SAFE,1404.7475581801914,2.81,0,tick
1760008730.336,SAFE,1411.0385349081148,2.82,0,tick
1760008730.517,SAFE,1411.0385349081148,2.82,0,tick
1760008730.698,SAFE,1379.3092483779476,2.76,0,tick
1760008730.879,SAFE,1251.293699351179,2.5,0,tick
1760008731.059,SAFE,1197.4024797404716,2.39,0,tick
1760008731.240,SAFE,1174.9759918961886,2.35,0,tick
1760008731.420,SAFE,1167.7082380550853,2.34,0,tick
1760008731.602,SAFE,1167.7082380550853,2.34,0,tick
1760008731.784,SAFE,1169.1349428330511,2.34,0,tick
1760008731.965,SAFE,1171.4209656998307,2.34,0,tick
1760008732.146,SAFE,1173.2625794198984,2.35,0,tick
1760008732.327,SAFE,1174.497547651939,2.35,0,tick
1760008732.507,SAFE,1176.0185285911634,2.35,0,tick
1760008732.688,SAFE,1176.6411171546981,2.35,0,tick
1760008732.869,SAFE,1177.504670292819,2.36,0,tick
1760008733.049,SAFE,1177.504670292819,2.36,0,tick
1760008733.230,SAFE,1171.8166725221658,2.34,0,tick
1760008733.411,SAFE,1171.8166725221658,2.34,0,tick
1760008733.591,SAFE,1172.0300035132996,2.34,0,tick
1760008733.772,SAFE,1172.0300035132996,2.34,0,tick
1760008733.953,SAFE,747.6032008431919,1.5,0,tick
1760008734.139,BRAKE,460.62128033727674,0.92,140,dist<600
1760008734.319,BRAKE,338.8385121349107,0.68,140,tick
1760008734.500,BRAKE,289.70540485396424,0.58,140,tick
1760008734.681,BRAKE,271.4471619415857,0.54,140,tick
1760008734.861,BRAKE,265.1488647766343,0.53,140,tick
1760008735.042,BRAKE,265.1488647766343,0.53,140,tick
1760008735.223,BRAKE,265.4797275463922,0.53,140,tick
1760008735.404,BRAKE,266.1278365278353,0.53,140,tick
1760008735.584,BRAKE,267.01670191670115,0.53,140,tick
1760008735.765,BRAKE,267.01670191670115,0.53,140,tick
1760008735.946,BRAKE,266.88720507600493,0.53,140,tick
1760008736.127,BRAKE,266.88720507600493,0.53,140,tick
1760008736.307,BRAKE,266.88720507600493,0.53,140,tick
1760008736.488,BRAKE,266.7609292182412,0.53,140,tick
1760008736.669,BRAKE,266.43937168729644,0.53,140,tick
1760008736.849,BRAKE,263.7757486749186,0.53,140,tick
1760008737.030,BRAKE,263.7757486749186,0.53,140,tick
1760008737.211,BRAKE,287.9081796819804,0.58,140,tick
1760008737.391,BRAKE,569.9849078091883,1.14,140,tick
1760008737.572,BRAKE,790.4709446855129,1.58,140,tick
1760008737.757,SAFE,917.4825668113077,1.83,0,brake_release_ok
1760008737.939,SAFE,996.1695400867845,1.99,0,tick
1760008738.119,SAFE,1048.1617240520707,2.1,0,tick
1760008738.328,SAFE,1075.9470344312424,2.15,0,tick
1760008738.508,SAFE,1095.7082206587454,2.19,0,tick
1760008738.689,SAFE,1095.7082206587454,2.19,0,tick
1760008738.869,SAFE,834.0609729580989,1.67,0,tick
1760008739.055,BRAKE,521.1243891832396,1.04,140,dist<600
1760008739.236,BRAKE,399.62475567329585,0.8,140,tick
1760008739.417,BRAKE,314.16990226931836,0.63,140,tick
1760008739.597,BRAKE,245.45796090772734,0.49,140,tick
1760008739.778,BRAKE,216.71318436309093,0.43,140,tick
1760008739.959,BRAKE,207.5831642471418,0.42,140,tick
1760008740.139,BRAKE,207.5831642471418,0.42,140,tick
1760008740.320,BRAKE,208.13989854828506,0.42,140,tick
1760008740.501,BRAKE,209.11393912897103,0.42,140,tick
1760008740.682,BRAKE,210.04836347738262,0.42,140,tick
1760008740.863,BRAKE,210.67901808642958,0.42,140,tick
1760008741.043,BRAKE,210.77741085185775,0.42,140,tick
1760008741.224,BRAKE,210.77741085185775,0.42,140,tick
