ts,state,d_min_mm,v_mps,ttc_s,target_deg,reason
1760013667.179,SAFE,,0.0,,0,tick
1760013667.362,BRAKE,179.475,0.0,0.0,140,dist_only_brake
1760013667.545,BRAKE,183.105,0.0,0.0,140,dist_only_brake
1760013667.728,BRAKE,183.105,0.0,0.0,140,dist_only_brake
1760013667.909,BRAKE,185.26299999999998,0.0,0.0,140,dist_only_brake
1760013668.090,BRAKE,186.76779999999997,0.0,0.0,140,dist_only_brake
1760013668.271,BRAKE,187.57067999999998,0.0,0.0,140,dist_only_brake
1760013668.455,BRAKE,187.952408,0.0,0.0,140,dist_only_brake
1760013668.635,BRAKE,188.4514448,0.0,0.0,140,dist_only_brake
1760013668.816,BRAKE,188.69086688,0.0,0.0,140,dist_only_brake
1760013669.000,BRAKE,188.89452012799998,0.0,0.0,140,dist_only_brake
1760013669.183,BRAKE,188.97368483072,0.0,0.0,140,dist_only_brake
1760013669.364,BRAKE,189.0467120768,0.0,0.0,140,dist_only_brake
1760013669.545,BRAKE,188.9766843593728,0.0,0.0,140,dist_only_brake
1760013669.729,BRAKE,189.054210898432,0.0,0.0,140,dist_only_brake
1760013669.912,BRAKE,189.09601061562367,0.0,0.0,140,dist_only_brake
1760013670.093,BRAKE,189.2276063693742,0.0,0.0,140,dist_only_brake
1760013670.276,BRAKE,189.2276063693742,0.0,0.0,140,dist_only_brake
1760013670.457,BRAKE,189.11362552864978,0.0,0.0,140,dist_only_brake
1760013670.638,BRAKE,189.11362552864978,0.0,0.0,140,dist_only_brake
1760013670.819,BRAKE,189.14627012687595,0.0,0.0,140,dist_only_brake
1760013671.000,BRAKE,189.14627012687595,0.0,0.0,140,dist_only_brake
1760013671.181,BRAKE,188.87526289827014,0.0,0.0,140,dist_only_brake
1760013671.362,BRAKE,188.87526289827014,0.0,0.0,140,dist_only_brake
1760013671.543,BRAKE,188.96515773896206,0.0,0.0,140,dist_only_brake
1760013671.727,BRAKE,189.05909464337722,0.0,0.0,140,dist_only_brake
