ts,state,d_min_mm,v_mps,ttc_s,target_deg,reason
1760009625.116,SAFE,,,,0,no_measure_keep
1760009625.302,BRAKE,166.47499999999997,,0.33,140,dist<600
1760009625.484,BRAKE,176.92499999999998,,0.35,140,tick
1760009625.665,BRAKE,176.92499999999998,,0.35,140,tick
1760009625.845,BRAKE,186.23499999999999,,0.37,140,tick
1760009626.026,BRAKE,188.821,,0.38,140,tick
1760009626.208,BRAKE,190.5026,,0.38,140,tick
1760009626.388,BRAKE,193.770624,,0.39,140,tick
1760009626.569,BRAKE,193.8323744,,0.39,140,tick
1760009626.750,BRAKE,193.770624,,0.39,140,tick
1760009626.931,BRAKE,193.8323744,,0.39,140,tick
1760009627.112,BRAKE,194.44210794239999,,0.39,140,tick
1760009627.293,BRAKE,194.44210794239999,,0.39,140,tick
1760009627.474,BRAKE,193.65710590617599,,0.39,140,tick
1760009627.655,BRAKE,193.65710590617599,,0.39,140,tick
1760009627.836,BRAKE,193.78426354370558,,0.39,140,tick
1760009628.017,BRAKE,195.0772232504893,,0.39,140,tick
1760009628.198,BRAKE,195.0772232504893,,0.39,140,tick
1760009628.379,BRAKE,194.56588930019572,,0.39,140,tick
1760009628.560,BRAKE,193.92781343204695,,0.39,140,tick
1760009628.741,BRAKE,193.92781343204695,,0.39,140,tick
1760009628.922,BRAKE,194.28067522369125,,0.39,140,tick
1760009629.103,BRAKE,194.28067522369125,,0.39,140,tick
1760009629.284,BRAKE,193.79727008947648,,0.39,140,tick
1760009629.465,BRAKE,193.52890803579058,,0.39,140,tick
1760009629.646,BRAKE,193.52890803579058,,0.39,140,tick
